ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-BL-Team,DO-BL-Competence,DO-Q-sen2,DO-Q-sen1,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_eRG0y2C5O93Smfb,Default Response Set,Anonymous,,,172.78.238.183,0,29/02/16 22:35,29/02/16 22:40,1,284777,A1YNSX11UM84SZ,1,1,0,0,2.896,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,Cuba,Canada,Germany,Australia,New Zealand,France,United Kingdom,Austria,Poland,Swedean,Switzerland,Ireland,Russia,Japan,Northern Ireland,,,,,,,,,4,1,5,7,6,8,5,2,1,5,2,6,4,6,5,4,6,1,5,5,6,5,6,6,5,6,2,26,Presentation 1,Team|Competence,f1|sen02p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen07n|f6|sen04p|f7|sen03p|f8|sen06n,,sen6|sen8|sen1|sen7|sen4|sen2|sen5|sen3,team_inst|team2|team6|team7|team1|team5|team8|team3|team4,Q140|comp7|comp2|comp8|comp4|comp6|comp5|comp3|comp1,5|6|4|1|7|2|8|3,1|2|3|4|5|6|7|8,1|8|2|3|4|7|6|5,7|1|5|2|3|6|4|8,4|8|6|3|7|2|1|5,8|4|7|1|6|3|5|2,7|2|6|5|3|1|8|4,7|2|5|3|6|1|4|8,41.23350525,-85.33149719,-1
R_6lNNx8xDMy5F3kV,Default Response Set,Anonymous,,,50.166.24.136,0,29/02/16 22:33,29/02/16 22:40,1,644843,A3GK9LWMSDH4P9,1,1,0,0,39.645,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Iceland,Greenland,France,UK,Scotland,Germany,Switzerland,The Netherlands,Israel,South Africa,Australia,Russia,Poland,China,Japan,The Phi,,,,,,,7,5,2,2,3,1,4,6,1,1,7,1,3,7,2,4,2,1,5,7,1,2,7,3,4,2,2,26,Presentation 1 inverse,Competence|Team,,f1|sen08n|f2|sen03p|f3|sen06n|f4|sen02p|f5|sen04p|f6|sen07n|f7|sen05n|f8|sen01p,sen1|sen5|sen3|sen4|sen8|sen2|sen7|sen6,team_inst|team6|team1|team8|team3|team4|team5|team7|team2,Q140|comp5|comp7|comp4|comp2|comp1|comp6|comp3|comp8,4|2|3|8|7|5|6|1,1|2|3|4|5|6|7|8,6|7|5|3|8|2|4|1,2|3|8|6|5|4|1|7,4|2|8|3|5|1|6|7,3|2|4|6|5|8|7|1,4|7|2|6|8|1|5|3,6|7|2|4|8|3|1|5,40.25489807,-74.78749847,-1
R_6sMkuT3UBjNSdJb,Default Response Set,Anonymous,,,71.94.0.9,0,29/02/16 22:34,29/02/16 22:40,1,178720,A3F23C3ABMM0W0,1,1,2.054,7.082,41.718,4,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Australia,UK,Germany,Spain,Portugal,Russia,China,Japan,India,Mexico,Brazil,,,,,,,,,,,,,8,4,2,5,3,8,6,1,1,6,7,5,5,4,2,3,4,1,3,6,2,3,5,1,4,5,1,30,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen03p|f3|sen06n|f4|sen02p|f5|sen04p|f6|sen08n|f7|sen07n|f8|sen01p,sen1|sen7|sen5|sen8|sen3|sen2|sen6|sen4,team_inst|team1|team8|team6|team7|team4|team2|team5|team3,Q140|comp4|comp5|comp7|comp8|comp1|comp3|comp6|comp2,6|7|4|5|3|1|8|2,1|2|3|4|5|6|7|8,1|8|7|3|6|4|2|5,5|8|2|4|7|6|3|1,3|1|4|7|2|6|5|8,1|7|6|2|8|4|3|5,5|3|6|4|7|2|1|8,2|6|1|3|7|8|5|4,39.76040649,-119.8643951,-1
R_a9JriMYL8qs8rdj,Default Response Set,Anonymous,,,70.181.169.3,0,29/02/16 22:34,29/02/16 22:40,1,473756,A20VKYV1BCNFFV,1,1,0,0,55.33,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,England,Brazil,Spain,France,Iraq,Pakistan,Iran,Canada,Austrailia,Japan,China,South Korea,North Korea,Russia,,,,,,,,,,,1,2,4,6,5,1,8,7,1,5,7,4,3,6,7,3,6,1,5,7,6,4,7,7,4,6,1,35,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen02p|f3|sen06n|f4|sen03p|f5|sen01p|f6|sen07n|f7|sen08n|f8|sen04p,sen7|sen8|sen5|sen2|sen1|sen4|sen3|sen6,team_inst|team3|team4|team6|team8|team5|team7|team2|team1,Q140|comp4|comp3|comp7|comp6|comp1|comp5|comp2|comp8,6|5|2|4|7|1|8|3,1|2|3|4|5|6|7|8,7|4|5|3|6|2|8|1,7|5|1|8|4|3|2|6,8|6|1|2|3|5|4|7,1|3|5|6|7|8|4|2,6|3|8|2|7|4|5|1,3|7|2|5|6|8|1|4,33.0500946,-117.2528,-1
R_d5oarbe5MoRN3Br,Default Response Set,Anonymous,,,209.64.11.190,0,29/02/16 22:35,29/02/16 22:40,1,456213,A21M2EFFRKX5S3,1,1,0,0,42.516,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,England,Germany,Poland,Spain,Italy,Portugal ,Greece,Angola,Sweden,Finland,Norway,Egypt,China,Japan,Korea,Mongolia,,,,,,,7,4,8,8,3,7,2,1,1,5,6,6,1,1,5,5,5,1,6,6,6,2,6,2,6,5,1,25,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen02p|f3|sen08n|f4|sen03p|f5|sen04p|f6|sen05n|f7|sen07n|f8|sen01p,sen3|sen6|sen7|sen1|sen4|sen2|sen5|sen8,team_inst|team1|team4|team5|team6|team2|team7|team3|team8,Q140|comp7|comp6|comp4|comp3|comp8|comp1|comp5|comp2,7|4|3|1|8|6|2|5,1|2|3|4|5|6|7|8,2|1|6|8|3|5|4|7,7|8|1|3|5|6|2|4,2|4|5|6|8|7|3|1,1|6|5|2|4|7|3|8,8|7|5|4|3|6|2|1,7|6|8|3|1|5|4|2,32.71910095,-117.1607056,-1
R_1TfsaM0oiAhW54p,Default Response Set,Anonymous,,,104.174.223.0,0,29/02/16 22:35,29/02/16 22:41,1,838315,A1A3TGZ7DKJWRW,1,1,2.052,66.384,68.387,3,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,China,Russia,UK,Australia,Canada,Mexico,,,,,,,,,,,,,,,,,,,5,7,8,1,4,3,7,5,1,3,3,6,2,4,5,6,4,1,2,3,4,2,5,6,5,3,1,26,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen01p|f3|sen07n|f4|sen03p|f5|sen02p|f6|sen06n|f7|sen08n|f8|sen04p,sen2|sen1|sen5|sen3|sen4|sen6|sen8|sen7,team_inst|team5|team2|team1|team6|team4|team3|team7|team8,Q140|comp3|comp2|comp1|comp5|comp4|comp8|comp7|comp6,8|1|2|6|7|3|4|5,1|2|3|4|5|6|7|8,4|2|1|8|3|5|6|7,8|7|3|2|5|6|1|4,8|7|4|1|2|6|3|5,1|7|6|3|8|5|2|4,8|3|7|5|4|6|2|1,7|8|2|6|3|1|5|4,34.09739685,-117.9073029,-1
R_79T9eqCrkZAPtGZ,Default Response Set,Anonymous,,,70.186.172.212,0,29/02/16 22:34,29/02/16 22:41,1,878226,A3H48TMCITL94X,1,1,24.215,42.922,49.862,7,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,China,Japan,Zimbabwe,Canada,United States,Dermark,Italy,Saudi Arabia,Israel,Vietnam,Russia,Mexico,France,Jamaica,,,,,,,,,,,,5,6,1,5,7,3,2,1,1,4,7,3,3,6,6,5,5,1,4,6,4,5,6,5,4,6,2,29,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen04p|f3|sen08n|f4|sen01p|f5|sen03p|f6|sen07n|f7|sen06n|f8|sen02p,sen1|sen6|sen4|sen2|sen5|sen7|sen3|sen8,team_inst|team1|team8|team6|team2|team5|team4|team7|team3,Q140|comp7|comp6|comp5|comp3|comp4|comp2|comp8|comp1,1|5|4|6|2|7|8|3,1|2|3|4|5|6|7|8,5|3|7|2|4|8|6|1,4|8|7|3|5|1|2|6,7|4|2|5|8|3|6|1,4|5|7|1|6|8|3|2,8|7|6|5|1|3|4|2,5|7|8|1|6|3|2|4,30.38380432,-91.05979919,-1
R_cYZsbrDXimrZFUF,Default Response Set,Anonymous,,,97.103.26.121,0,29/02/16 22:32,29/02/16 22:41,1,576176,A2FE6HDHREXIJ5,1,1,5.362,5.362,87.743,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Ghana,United States,Italy,Spain,Canada,Mexico,France,England,,,,,,,,,,,,,,,,,,1,6,8,3,2,5,7,4,1,5,2,4,2,2,5,4,4,1,4,4,5,2,4,6,5,5,2,33,Presentation 1,Team|Competence,f1|sen04p|f2|sen06n|f3|sen02p|f4|sen07n|f5|sen05n|f6|sen01p|f7|sen03p|f8|sen08n,,sen2|sen4|sen5|sen7|sen6|sen1|sen8|sen3,team_inst|team3|team8|team7|team6|team2|team5|team1|team4,Q140|comp5|comp3|comp6|comp4|comp1|comp2|comp8|comp7,6|3|4|1|7|8|5|2,1|2|3|4|5|6|7|8,7|4|8|1|2|6|5|3,5|4|2|8|3|7|1|6,5|7|4|6|8|3|1|2,8|4|7|2|5|3|6|1,8|6|2|7|1|3|5|4,2|6|7|1|4|8|5|3,28.91099548,-81.1855011,-1
R_2nNL0PRWb85yt3T,Default Response Set,Anonymous,,,108.171.133.171,0,29/02/16 22:35,29/02/16 22:41,1,734260,A3DJE1PIZFZNHP,1,1,31.31,37.014,39.092,5,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,England,Denmark,Netherlands,Spain,China,Japan,Taiwan,North Korea,South Korea,Russia,Uzbekistan,Afghanistan,Iraq,Iran,Egypt,Congo,France,Luxembourg,,,,,,,3,5,8,2,1,6,4,7,1,2,5,3,2,6,6,2,5,1,2,5,2,4,5,6,3,6,1,26,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen04p|f3|sen08n|f4|sen01p|f5|sen02p|f6|sen06n|f7|sen07n|f8|sen03p,sen7|sen5|sen3|sen2|sen4|sen1|sen6|sen8,team_inst|team6|team7|team8|team5|team3|team4|team1|team2,Q140|comp2|comp8|comp7|comp3|comp6|comp4|comp5|comp1,1|6|4|2|8|7|3|5,1|2|3|4|5|6|7|8,4|1|6|8|3|5|7|2,8|7|3|5|1|2|6|4,7|2|8|5|3|6|4|1,8|5|4|3|7|1|2|6,7|3|5|2|8|4|6|1,4|1|7|8|2|3|5|6,42.08430481,-77.02780151,-1
R_eX2LUD4jLeWziS1,Default Response Set,Anonymous,,,68.38.31.18,0,29/02/16 22:35,29/02/16 22:41,1,704240,AM2DZGGTKZJA7,1,1,0,0,36.916,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Germany,Austria,Switzerland ,Hungary,France,Belgium,Netherlands,Denmark,Spain,Italy,Iceland,Norway,Finland,Sweden,Russia,C,,,,,,,,,,5,6,3,8,3,1,4,4,1,2,6,2,4,6,5,4,6,1,4,6,3,4,7,5,5,4,2,21,Presentation 1 inverse,Competence|Team,,f1|sen06n|f2|sen01p|f3|sen07n|f4|sen02p|f5|sen03p|f6|sen08n|f7|sen05n|f8|sen04p,sen3|sen6|sen1|sen7|sen4|sen2|sen5|sen8,team_inst|team4|team6|team5|team3|team2|team7|team8|team1,Q140|comp8|comp2|comp1|comp6|comp5|comp4|comp7|comp3,6|4|7|8|5|1|2|3,1|2|3|4|5|6|7|8,7|5|1|2|4|6|8|3,4|6|1|2|7|5|3|8,1|2|6|7|8|5|4|3,7|8|3|4|2|5|6|1,8|2|7|5|3|4|1|6,2|6|5|1|8|7|4|3,39.83810425,-84.90540314,-1
R_blb3NbmXBavrd6B,Default Response Set,Anonymous,,,165.230.225.160,0,29/02/16 22:36,29/02/16 22:41,1,711567,A1WOV2JIV5I9VE,1,1,0,0,3.424,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,ecuador,usa,canada,mexico,costa rica,brazil,colombia,australia,south aftrica,italy,france,belgium,russia,china,japan,lebanon,thailand,new zealand,paraguay,,,,,,,7,7,4,3,2,8,1,6,1,4,5,3,4,3,6,3,5,1,5,4,3,5,4,3,2,3,2,20,Presentation 1,Team|Competence,f1|sen02p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen06n|f6|sen03p|f7|sen04p|f8|sen07n,,sen6|sen5|sen8|sen7|sen1|sen3|sen4|sen2,team_inst|team8|team7|team1|team3|team2|team6|team5|team4,Q140|comp2|comp6|comp4|comp5|comp1|comp3|comp7|comp8,5|8|6|1|4|7|2|3,1|2|3|4|5|6|7|8,7|5|6|2|8|3|1|4,3|5|1|4|2|7|8|6,5|6|3|8|7|2|1|4,8|2|3|6|7|4|5|1,3|7|6|1|2|4|5|8,8|1|3|5|4|2|6|7,40.55160522,-74.46369934,-1
R_6lkwEjA6Q9SUkPX,Default Response Set,Anonymous,,,73.204.107.192,0,29/02/16 22:33,29/02/16 22:41,1,668916,A1N35VV9QURKHX,1,1,0,0,72.263,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,South Africa,Japan,India,China,Korea,Thailand,Israe,,,,,,,,,,,,,,,,,,1,3,7,4,6,5,7,2,1,7,1,7,4,1,4,7,4,1,7,1,2,5,1,4,5,7,2,40,Presentation 1,Competence|Team,f1|sen01p|f2|sen08n|f3|sen02p|f4|sen06n|f5|sen07n|f6|sen04p|f7|sen03p|f8|sen05n,,sen2|sen8|sen6|sen4|sen5|sen1|sen3|sen7,team_inst|team5|team1|team7|team3|team6|team4|team2|team8,Q140|comp3|comp6|comp5|comp7|comp4|comp2|comp1|comp8,3|4|2|7|8|5|1|6,1|2|3|4|5|6|7|8,1|2|3|8|5|7|4|6,8|1|6|2|4|5|3|7,5|4|8|1|6|7|2|3,5|6|3|4|7|8|1|2,6|1|2|5|8|4|3|7,7|1|5|4|8|3|2|6,25.55509949,-80.34719849,-1
R_bkBVlVNAvlHDbvv,Default Response Set,Anonymous,,,201.240.203.247,0,29/02/16 22:41,29/02/16 22:41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.05000305,-77.05000305,-1
R_3duFh7KXj5CW2G1,Default Response Set,Anonymous,,,205.222.248.235,0,29/02/16 22:35,29/02/16 22:41,1,706550,ACDWBEBOTM2JW,1,1,0,0,33.427,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Japan,China,El Salvador,Guatemala,Mexico,Canada,France,Spain,Italy,Russia,Syria,Sudan,Israel,Egypt,South Africa,Brazil,Chile,Argentina,Paraguay,Uruguay,,,,,7,3,3,3,6,2,4,1,1,2,1,6,2,4,4,4,2,1,3,1,6,4,4,4,6,2,2,33,Presentation 1,Competence|Team,f1|sen03p|f2|sen06n|f3|sen02p|f4|sen05n|f5|sen07n|f6|sen04p|f7|sen01p|f8|sen08n,,sen4|sen7|sen6|sen8|sen1|sen5|sen3|sen2,team_inst|team7|team1|team5|team8|team3|team4|team6|team2,Q140|comp2|comp6|comp4|comp3|comp8|comp5|comp7|comp1,5|1|4|6|3|8|7|2,1|2|3|4|5|6|7|8,6|4|8|3|1|7|5|2,2|5|3|7|8|4|6|1,3|4|7|5|1|6|8|2,7|5|8|4|1|2|3|6,3|8|4|7|6|1|2|5,8|5|3|2|1|4|6|7,39.11480713,-77.24620056,-1
R_0CUm6o5B8VOCaEZ,Default Response Set,Anonymous,,,184.16.221.100,0,29/02/16 22:33,29/02/16 22:41,1,733900,A140524EWF2GKE,1,1,0,0,14.328,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,china ,japan,germany,korea,united kingdom,italy,brazil,india,russia,canada,turkey,mexico,spain,australia,,,,,,,,,,,2,8,2,7,6,3,7,4,1,4,4,3,2,5,4,5,4,1,3,5,4,2,4,4,4,4,2,35,Presentation 1,Team|Competence,f1|sen03p|f2|sen06n|f3|sen01p|f4|sen08n|f5|sen07n|f6|sen02p|f7|sen04p|f8|sen05n,,sen2|sen7|sen4|sen5|sen1|sen6|sen3|sen8,team_inst|team2|team4|team8|team6|team1|team3|team7|team5,Q140|comp3|comp7|comp8|comp6|comp2|comp1|comp4|comp5,5|7|8|4|3|1|2|6,1|2|3|4|5|6|7|8,1|4|6|2|8|7|3|5,2|6|5|8|1|4|3|7,6|8|5|7|1|3|2|4,3|4|7|5|2|1|8|6,5|6|1|2|3|4|8|7,2|5|6|7|8|4|1|3,39.9250946,-85.16770172,-1
R_6eSVZPoZfOiKBcV,Default Response Set,Anonymous,,,70.121.59.62,0,29/02/16 22:35,29/02/16 22:41,1,982769,A3UR1AE3D5U7F,1,1,0,0,28.643,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,uganda,united states,canada,mexico,costa rica,france,germany,russia,hungary,iraq,jordan,lebanon,china,japan,india,bangladesh,egypt,,,,,,,,,5,2,5,4,1,7,6,7,1,6,7,4,2,2,3,4,4,1,7,7,2,2,3,6,4,4,2,27,Presentation 1 inverse,Team|Competence,,f1|sen05n|f2|sen02p|f3|sen08n|f4|sen04p|f5|sen03p|f6|sen06n|f7|sen07n|f8|sen01p,sen8|sen7|sen4|sen2|sen3|sen6|sen5|sen1,team_inst|team3|team4|team5|team1|team2|team8|team7|team6,Q140|comp2|comp7|comp5|comp4|comp3|comp8|comp6|comp1,6|7|1|8|2|5|4|3,1|2|3|4|5|6|7|8,5|1|8|4|3|7|6|2,8|3|5|1|2|4|6|7,1|7|6|5|4|2|8|3,5|1|8|6|4|7|2|3,7|5|6|8|4|3|1|2,5|6|8|2|3|7|1|4,32.95129395,-96.7154007,-1
R_3flcSVI7wKYqmCF,Default Response Set,Anonymous,,,70.194.4.120,0,29/02/16 22:34,29/02/16 22:41,1,548780,A3SCEZTWZYV3BC,1,1,0,0,31.799,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Brazil,Cuba,US,England,France,Italy,Russia,Ukraine,Estonia,Ireland,Denmark,Sweden,Netherlands,Scotland,Wales,Haiti,Dominican Republic,Tahiti,Canada,,,,,,,8,7,5,2,1,3,6,3,1,3,5,3,4,4,4,5,3,1,3,5,3,4,5,3,4,5,1,29,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen04p|f3|sen08n|f4|sen01p|f5|sen03p|f6|sen06n|f7|sen07n|f8|sen02p,sen8|sen2|sen4|sen1|sen3|sen7|sen6|sen5,team_inst|team3|team2|team1|team5|team7|team4|team8|team6,Q140|comp7|comp2|comp4|comp3|comp8|comp5|comp1|comp6,4|2|1|6|3|8|7|5,1|2|3|4|5|6|7|8,5|4|3|2|7|6|1|8,4|7|8|6|5|2|1|3,7|8|3|6|2|1|4|5,8|4|1|6|5|2|7|3,3|2|4|6|1|7|8|5,1|3|2|7|8|4|5|6,42.74290466,-83.51820374,-1
R_cGuPtrHEGRVWtSZ,Default Response Set,Anonymous,,,76.107.114.12,0,29/02/16 22:33,29/02/16 22:41,1,101396,A3AT9S1CF9QV4K,1,1,0,0,86.668,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,America,England,France,Italy,Sweden,Denmark,Switzerland,Norway,Jap[an,,,,,,,,,,,,,,,,,2,4,6,8,5,7,1,3,1,5,5,5,5,5,5,5,5,1,5,5,3,5,3,5,5,5,1,74,Presentation 1 inverse,Competence|Team,,f1|sen07n|f2|sen04p|f3|sen08n|f4|sen02p|f5|sen03p|f6|sen05n|f7|sen06n|f8|sen01p,sen6|sen8|sen7|sen2|sen5|sen3|sen4|sen1,team_inst|team2|team6|team5|team7|team3|team1|team4|team8,Q140|comp8|comp3|comp1|comp6|comp4|comp5|comp7|comp2,5|4|1|6|3|8|2|7,1|2|3|4|5|6|7|8,8|4|3|5|1|7|6|2,1|5|4|2|6|8|3|7,2|1|8|6|7|5|3|4,3|2|8|5|7|1|6|4,2|3|5|6|8|4|7|1,2|6|8|4|3|5|1|7,35.12750244,-89.84259796,-1
R_6zeb8j6o6AmfNrL,Default Response Set,Anonymous,,,66.31.200.171,0,29/02/16 22:35,29/02/16 22:42,1,690298,A13VIJ7G997ZCY,1,1,0,0,94.624,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Ireland,Brazil,Chile,Argentina,Mexico,France,Germany,Australia,Russia,India,China,Uraguay,Paraguay,Ukraine,Japan,Korea,Italy,Spain,Greece,Kenya,Liberia,Congo,Cuba,3,1,7,3,8,4,5,2,1,7,1,5,2,1,6,4,5,1,7,1,6,3,2,7,4,6,2,31,Presentation 1,Team|Competence,f1|sen02p|f2|sen08n|f3|sen04p|f4|sen06n|f5|sen07n|f6|sen01p|f7|sen03p|f8|sen05n,,sen7|sen6|sen4|sen2|sen3|sen1|sen8|sen5,team_inst|team1|team6|team7|team4|team3|team8|team5|team2,Q140|comp6|comp1|comp2|comp3|comp7|comp5|comp4|comp8,8|3|6|7|5|4|2|1,1|2|3|4|5|6|7|8,7|6|2|8|1|4|5|3,4|6|7|8|3|2|5|1,6|7|4|8|2|3|5|1,3|7|1|2|8|6|4|5,3|5|2|6|4|1|7|8,6|8|7|2|4|3|5|1,42.36459351,-71.10279846,-1
R_7NJ0PLNuU44rXDv,Default Response Set,Anonymous,,,108.80.242.146,0,29/02/16 22:34,29/02/16 22:42,1,195400,A1BNQ6H4SJZ2X5,1,1,0,0,120.127,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,canada,mexico,great britain,japan,china,chile,columbia,germany,italy,spain,iran,iraq,,,,,,,,,,,,,3,1,5,2,2,4,1,7,1,4,3,5,4,5,5,5,5,1,3,3,5,4,5,5,5,5,1,36,Presentation 1 inverse,Competence|Team,,f1|sen05n|f2|sen02p|f3|sen07n|f4|sen04p|f5|sen03p|f6|sen08n|f7|sen06n|f8|sen01p,sen5|sen1|sen7|sen8|sen2|sen3|sen4|sen6,team_inst|team7|team8|team6|team3|team4|team5|team1|team2,Q140|comp6|comp8|comp5|comp7|comp1|comp4|comp3|comp2,1|3|8|4|6|2|5|7,1|2|3|4|5|6|7|8,8|3|4|1|5|7|2|6,8|3|1|2|7|5|6|4,6|8|5|2|3|7|1|4,6|1|8|5|7|2|3|4,5|6|3|1|2|8|4|7,7|4|3|1|2|8|6|5,37.32550049,-120.6367035,-1
R_bBoU2hSxfzpQOfH,Default Response Set,Anonymous,,,67.197.53.231,0,29/02/16 22:35,29/02/16 22:42,1,964473,A1T83SZBP2DN65,1,1,0,0,47.027,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,great britain,france,ireland,mexico,canada,brazil,ethiopia,afghanistan,iraq,pakistan,,,,,,,,,,,,,,,4,1,3,3,7,6,7,5,1,6,6,5,6,5,5,5,5,1,5,6,6,5,5,5,5,6,2,35,Presentation 1,Competence|Team,f1|sen01p|f2|sen08n|f3|sen04p|f4|sen06n|f5|sen05n|f6|sen02p|f7|sen03p|f8|sen07n,,sen3|sen8|sen5|sen2|sen4|sen7|sen6|sen1,team_inst|team7|team6|team5|team3|team2|team1|team4|team8,Q140|comp4|comp6|comp7|comp2|comp8|comp1|comp5|comp3,1|7|8|6|2|4|5|3,1|2|3|4|5|6|7|8,8|7|2|3|1|4|5|6,7|4|1|6|2|3|5|8,2|8|4|1|3|7|5|6,8|7|4|2|5|1|6|3,7|4|6|1|8|2|5|3,8|1|4|6|7|3|5|2,35.01210022,-80.88210297,-1
R_eOM0qdrHcKFmzKl,Default Response Set,Anonymous,,,97.99.157.20,0,29/02/16 22:35,29/02/16 22:42,1,475785,A1EQIKZRSGNNP,1,1,0,0,59.3,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,Australia,Germany,Poland,Switzerland,England,Canada,Argentina,,,,,,,,,,,,,,,,,8,8,3,2,6,4,5,8,1,5,4,4,6,5,5,5,5,1,5,4,6,4,3,5,4,6,1,27,Presentation 1,Competence|Team,f1|sen01p|f2|sen05n|f3|sen03p|f4|sen06n|f5|sen07n|f6|sen02p|f7|sen04p|f8|sen08n,,sen6|sen2|sen5|sen7|sen8|sen4|sen1|sen3,team_inst|team2|team5|team3|team8|team7|team4|team1|team6,Q140|comp1|comp4|comp5|comp6|comp7|comp3|comp8|comp2,5|8|4|2|3|7|6|1,1|2|3|4|5|6|7|8,8|7|1|6|5|2|3|4,7|4|2|6|1|5|3|8,3|8|6|1|5|4|2|7,8|1|2|7|3|4|5|6,4|6|7|5|8|2|1|3,2|6|7|3|5|8|4|1,32.78309631,-96.80670166,-1
R_e9i3lCQgRJnUADj,Default Response Set,Anonymous,,,24.12.154.253,0,29/02/16 22:34,29/02/16 22:42,1,291966,A273DS7TQWR9M1,1,1,0,0,75.494,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States of America,France,Switzerland ,Mexico,Iran,Israel,Italy,Iceland ,Greenland,England ,,,,,,,,,,,,,,,,5,6,2,6,1,3,7,2,1,4,7,7,4,7,7,4,7,1,7,4,7,4,7,7,7,7,1,28,Presentation 1,Competence|Team,f1|sen02p|f2|sen05n|f3|sen01p|f4|sen07n|f5|sen06n|f6|sen04p|f7|sen03p|f8|sen08n,,sen2|sen4|sen6|sen1|sen3|sen5|sen8|sen7,team_inst|team4|team1|team3|team5|team2|team6|team8|team7,Q140|comp8|comp2|comp7|comp5|comp1|comp6|comp3|comp4,8|6|1|3|2|4|7|5,1|2|3|4|5|6|7|8,5|8|4|3|7|1|6|2,8|6|1|4|5|3|2|7,3|8|7|6|1|2|5|4,6|5|7|1|2|4|3|8,2|4|3|6|7|5|1|8,7|3|8|2|4|1|5|6,42.16949463,-87.95880127,-1
