ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,mturkid,Q2,peerprime,peertime_1,peertime_2,peertime_3,peertime_4,leadprime,leadtime_1,leadtime_2,leadtime_3,leadtime_4,f1,sen01nn,f2,sen02np,f3,sen03pn,f4,sen04pp,f5,sen05np,f6,sen06pn,f7,sen07nn,f8,sen08pp,f1,sen04pp,f2,sen03pn,f3,sen02np,f4,sen01nn,f5,sen08pp,f6,sen07nn,f7,sen06pn,f8,sen05np,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,peer,lead,Q54,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sex,age,DO-BR-FL_37,DO-BR-FL_19,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-Q-sen2,DO-Q-lead,DO-Q-peer,DO-Q-sen5,DO-Q-sen1,DO-Q-sen3,DO-Q-sen7,DO-Q-sen4,DO-Q-sen6,DO-Q-sen8,LocationLatitude,LocationLongitude,LocationAccuracy
R_br5080wyj6ogq0d,Default Response Set,Anonymous,,,12.236.238.7,0,04/05/16 17:43,04/05/16 17:49,1,A3BOY7SUI425MK,1,,,,,,1,0,0,41.891,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,england,germany,italy,greece,hungary,switzerland,ireland,scotland,turkey,france,holland,russia,ukraine,lithuania,poland,new ,,,,,,,,,,,4,1,7,8,5,4,3,6,8,2,2,28,Lead prime,Presentation 1,f7|sen01nn|f8|sen02np|f5|sen03pn|f4|sen04pp|f3|sen05np|f1|sen06pn|f6|sen07nn|f2|sen08pp,,Q54|sen6|sen5|sen7|sen8|sen1|sen3|sen4|sen2,3|8|1|7|6|2|4|5,1|8|5|4|7|2|3|6,,2|1|7|8|3|6|4|5,1|2|3|4|5|6|7|8,3|7|1|4|8|5|6|2,5|2|4|8|6|3|7|1,5|8|3|6|7|4|2|1,7|2|6|5|4|8|3|1,6|4|5|7|1|8|2|3,28.02220154,-81.73290253,-1
R_cwpzcvJWrG3DYW1,Default Response Set,Anonymous,,,130.18.104.155,0,04/05/16 17:43,04/05/16 17:51,1,AHO8FFH2A6WAS,1,1,0,0,42.185,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Mexico,France,England,Switzerland,China,Japan,South Korea,North Korea,Canada,Russia,Whales,,,,,,,,,,,,,,3,,1,7,1,6,3,5,4,7,1,2,20,Peer prime,Presentation 1 inverse,,f1|sen04pp|f6|sen03pn|f8|sen02np|f7|sen01nn|f3|sen08pp|f2|sen07nn|f4|sen06pn|f5|sen05np,Q54|sen1|sen6|sen5|sen7|sen3|sen2|sen4|sen8,2|8|5|3|1|4|6|7,,2|8|5|3|4|7|6|1,8|3|2|6|4|5|1|7,1|2|3|4|5|6|7|8,2|6|7|3|1|4|8|5,3|8|6|2|1|4|5|7,1|2|8|3|7|6|4|5,1|3|7|2|4|5|8|6,6|4|1|2|3|7|8|5,33.45309448,-88.79319763,-1
R_6XPyANyf1D76V1P,Default Response Set,Anonymous,,,50.153.215.39,0,04/05/16 17:50,04/05/16 17:58,1,A1I3F99BZ6PWUN,1,,,,,,1,0,0,75.232,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Brazil,Germany,Japan,China,France,Iraq,Iran,Nor,,,,,,,,,,,,,,,,5,1,2,4,8,5,7,6,1,1,2,35,Lead prime,Presentation 1 inverse,,f5|sen04pp|f3|sen03pn|f7|sen02np|f2|sen01nn|f4|sen08pp|f8|sen07nn|f6|sen06pn|f1|sen05np,Q54|sen8|sen4|sen2|sen3|sen5|sen6|sen1|sen7,1|2|8|3|7|5|4|6,6|3|1|4|2|8|7|5,,8|7|5|4|6|3|1|2,1|2|3|4|5|6|7|8,5|7|1|6|2|3|8|4,3|7|4|6|2|8|5|1,5|2|1|6|7|4|8|3,4|2|1|6|5|8|7|3,8|3|2|7|1|6|5|4,42.42550659,-83.25330353,-1
R_7TJHWDZ6TqOdagR,Default Response Set,Anonymous,,,73.14.155.189,0,04/05/16 17:55,04/05/16 18:01,1,A2JGGL741AVWKV,1,1,26.448,26.448,45.544,1,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,CANADA,AMERICA,MEXICO,NICARAGUA,PUERTO RICO,DOMINICAN REPUBLIC,PERU,SWEDEN,GERMANY,THE NETHERLANDS,FRANCE,PORTUGAL,SPAIN,BELGIUM,LUXEMBOURG,POLAND,UKRAINE,FINL,,,,,,,,6,,1,2,5,7,2,5,5,5,8,1,44,Peer prime,Presentation 1,f8|sen01nn|f4|sen02np|f1|sen03pn|f3|sen04pp|f5|sen05np|f7|sen06pn|f2|sen07nn|f6|sen08pp,,Q54|sen3|sen2|sen4|sen8|sen6|sen5|sen1|sen7,7|8|1|4|2|3|6|5,,8|7|1|3|2|6|4|5,1|6|3|4|7|8|2|5,1|2|3|4|5|6|7|8,4|8|1|6|5|7|2|3,8|4|2|5|6|3|1|7,5|2|1|8|6|7|3|4,7|3|4|5|6|2|1|8,8|3|6|4|5|1|2|7,39.46780396,-105.9962006,-1
R_a3mXmEWSOyu5rRX,Default Response Set,Anonymous,,,71.59.50.32,0,04/05/16 17:58,04/05/16 18:04,1,A1120QQ2UZ1KYL,1,1,0,0,36.028,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,China,Thailand,Vietnam,Phillipines,Cambodia,Laos,Japan,Canada,Ireland,Scotland,Greece,Hungary,Iceland,,,,,,,,,,,,4,,1,3,8,5,4,2,7,7,7,2,40,Peer prime,Presentation 1,f3|sen01nn|f6|sen02np|f5|sen03pn|f4|sen04pp|f2|sen05np|f7|sen06pn|f1|sen07nn|f8|sen08pp,,Q54|sen7|sen5|sen8|sen6|sen3|sen1|sen4|sen2,3|5|6|4|8|2|1|7,,5|6|8|1|4|2|3|7,8|5|7|6|4|1|3|2,1|2|3|4|5|6|7|8,4|6|5|3|7|1|8|2,7|5|3|6|4|8|1|2,4|8|5|3|2|7|1|6,6|5|2|3|4|1|8|7,2|7|4|8|3|1|5|6,34.00169373,-84.47100067,-1
R_3mhykwSSxR3ClTL,Default Response Set,Anonymous,,,65.88.88.203,0,04/05/16 17:57,04/05/16 18:05,1,A37XJVQF62ZYC,1,,,,,,1,21.395,21.395,51.807,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,Venezuela,UK,Jamaica,Japan,China,Russia,France,Germany,Bek\lg,,,,,,,,,,,,,,,2,1,5,1,5,3,8,6,7,1,1,52,Lead prime,Presentation 1 inverse,,f3|sen04pp|f7|sen03pn|f1|sen02np|f5|sen01nn|f2|sen08pp|f4|sen07nn|f6|sen06pn|f8|sen05np,Q54|sen4|sen8|sen6|sen5|sen7|sen3|sen1|sen2,3|2|1|6|8|5|4|7,6|1|4|5|8|7|3|2,,1|8|7|2|4|6|5|3,1|2|3|4|5|6|7|8,2|6|4|5|3|7|1|8,6|1|5|8|3|2|7|4,2|5|4|8|1|6|7|3,2|1|4|8|6|5|3|7,8|5|3|1|7|2|6|4,40.72520447,-73.98020172,-1
R_1MOK98e8kdYDMjP,Default Response Set,Anonymous,,,24.0.143.248,0,04/05/16 17:58,04/05/16 18:05,1,A2AT4D4CZ4LZ9R,1,,,,,,1,0,0,50.759,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,mexico,canada,portugal,spain,france,japan,china,north korea,south korea,germany,iceland,norway,sweden,switzerland,antiartica,australia,austria,den,,,,,,,,8,1,2,4,2,8,7,3,2,5,1,45,Lead prime,Presentation 1 inverse,,f8|sen04pp|f3|sen03pn|f7|sen02np|f2|sen01nn|f4|sen08pp|f1|sen07nn|f6|sen06pn|f5|sen05np,Q54|sen2|sen6|sen8|sen3|sen5|sen7|sen1|sen4,6|3|5|4|8|1|7|2,4|2|7|3|6|1|8|5,,3|6|1|4|8|7|5|2,1|2|3|4|5|6|7|8,6|5|4|3|2|8|1|7,2|8|7|1|3|6|5|4,5|7|2|3|1|4|6|8,7|3|6|2|4|1|8|5,2|4|1|8|7|6|3|5,39.70419312,-74.25460052,-1
R_720Q7mXXV7Pt1KB,Default Response Set,Anonymous,,,76.182.41.9,0,04/05/16 17:53,04/05/16 18:06,1,A3Q1TSGNQW1SGY,1,1,0,0,31.807,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Russia,Belarus,China,Japan,Moldova,France,United Kingdom,Somalia,South Africa,New Zealand,Spain,Honduras,Cuba,South Korea,Marshall Islands,Mali,Sudan,South Sudan,,,,,,4,,1,1,1,7,4,3,2,6,3,1,34,Peer prime,Presentation 1,f1|sen01nn|f3|sen02np|f5|sen03pn|f4|sen04pp|f7|sen05np|f6|sen06pn|f2|sen07nn|f8|sen08pp,,Q54|sen7|sen5|sen6|sen1|sen2|sen4|sen8|sen3,4|6|7|2|8|1|5|3,,8|5|3|7|2|1|4|6,6|3|4|5|1|2|7|8,1|2|3|4|5|6|7|8,6|7|5|3|2|1|8|4,7|3|4|5|1|6|2|8,5|4|8|6|1|3|7|2,5|4|8|1|3|6|7|2,8|4|5|1|2|6|3|7,35.626297,-78.43710327,-1
R_8BUkwgQgGbKHvSZ,Default Response Set,Anonymous,,,170.140.215.131,0,04/05/16 18:02,04/05/16 18:08,1,A1OZ3PPHAEWA8S,1,1,0,0,39.92,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,United Kingdom,France,Germany,Canada,Mexico,Sweden,Russia,Finland,Iceland,Norway,Estonia,Latvia,Poland,Czech Republic,Slovakia,Austria,Italy,Vatican City,Luxembourg,Switzerland,Netherlands,Brazil,,,6,,1,2,1,3,6,7,1,5,4,2,38,Peer prime,Presentation 1,f7|sen01nn|f2|sen02np|f4|sen03pn|f6|sen04pp|f3|sen05np|f8|sen06pn|f5|sen07nn|f1|sen08pp,,Q54|sen4|sen8|sen7|sen5|sen1|sen2|sen3|sen6,1|8|5|2|6|7|4|3,,1|3|5|2|7|4|6|8,8|4|2|6|3|7|5|1,1|2|3|4|5|6|7|8,6|1|3|4|8|2|5|7,8|4|6|3|7|1|5|2,2|6|4|5|1|3|8|7,4|3|1|8|6|5|7|2,4|5|8|2|6|3|7|1,33.79519653,-84.32479858,-1
R_a92kuLwo61UCwGp,Default Response Set,Anonymous,,,174.45.140.157,0,04/05/16 18:01,04/05/16 18:08,1,A2ER0EVZ7E1Z8G,1,,,,,,1,0,0,36.533,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,Mexico,United States,China,Japan,England,North Korea,South Korea,Switzerland,Bolivia,Chad,Egypt,Australia,Sudan,Chile,Brz,,,,,,,,,,,1,1,3,5,4,1,7,6,2,8,1,39,Lead prime,Presentation 1 inverse,,f1|sen04pp|f4|sen03pn|f5|sen02np|f3|sen01nn|f8|sen08pp|f2|sen07nn|f6|sen06pn|f7|sen05np,Q54|sen4|sen5|sen7|sen1|sen2|sen3|sen6|sen8,4|5|3|6|7|2|8|1,3|2|7|5|8|4|6|1,,3|8|2|1|6|4|7|5,1|2|3|4|5|6|7|8,3|1|4|6|5|8|2|7,8|4|2|3|5|7|6|1,1|3|4|6|7|2|5|8,2|5|6|7|3|8|1|4,7|2|5|6|3|8|1|4,41.37739563,-104.7639008,-1
R_88j0tuv4FXIkYLz,Default Response Set,Anonymous,,,108.233.22.148,0,04/05/16 18:05,04/05/16 18:12,1,A28THWK5IO1YOP,1,1,6.906,15.958,48.538,4,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Norway,Sweden,Denmark,United Kingdom,Switzerland,Ireland,Canada,Mexico,Brazil,China,Japan,South Korea,North Korea,Thailand,Fiji,Peru,Columbia,Chile,Greenland,Iceland,,,,,4,,1,5,2,3,4,8,6,3,7,2,38,Peer prime,Presentation 1,f1|sen01nn|f2|sen02np|f5|sen03pn|f4|sen04pp|f8|sen05np|f6|sen06pn|f3|sen07nn|f7|sen08pp,,Q54|sen6|sen8|sen5|sen4|sen2|sen3|sen1|sen7,5|8|3|7|1|2|4|6,,1|5|8|6|3|7|2|4,6|7|3|4|1|8|5|2,1|2|3|4|5|6|7|8,7|6|2|4|3|1|8|5,2|5|1|8|7|6|3|4,3|4|1|6|8|2|7|5,8|7|4|2|5|6|3|1,1|6|5|7|8|2|3|4,36.67990112,-121.7897034,-1
R_4GzI2UKBLMjJsoJ,Default Response Set,Anonymous,,,74.139.113.119,0,04/05/16 18:03,04/05/16 18:12,1,A19EHE5UOTTTZE,1,,,,,,1,0,0,102.37,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,canada,mexico,spain,germany,gutamala,,,,,,,,,,,,,,,,,,,,,6,1,7,2,1,2,3,8,8,6,2,70,Lead prime,Presentation 1 inverse,,f7|sen04pp|f5|sen03pn|f1|sen02np|f8|sen01nn|f6|sen08pp|f3|sen07nn|f4|sen06pn|f2|sen05np,Q54|sen3|sen8|sen6|sen1|sen2|sen5|sen7|sen4,6|1|4|5|2|3|8|7,4|5|8|6|2|7|3|1,,7|3|8|4|2|1|5|6,1|2|3|4|5|6|7|8,5|8|6|2|1|7|4|3,1|7|2|5|8|4|6|3,2|5|3|7|4|8|1|6,1|7|4|8|3|5|2|6,4|6|7|1|2|8|5|3,38.21200562,-85.22360229,-1
R_9YlZebiKmfoODWZ,Default Response Set,Anonymous,,,96.59.184.6,0,04/05/16 18:10,04/05/16 18:17,1,A11R8G0FYA2UVQ,1,1,0,0,78.451,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,canada,usa,mexico,iceland,germany,england ,ireland ,greenland ,brazil,costa rice,panama,spain,fran,,,,,,,,,,,,,3,,1,1,6,4,3,8,8,4,7,2,57,Peer prime,Presentation 1,f1|sen01nn|f8|sen02np|f5|sen03pn|f3|sen04pp|f2|sen05np|f6|sen06pn|f7|sen07nn|f4|sen08pp,,Q54|sen6|sen8|sen7|sen5|sen3|sen2|sen1|sen4,8|7|6|3|5|4|1|2,,6|5|2|8|7|1|4|3,4|1|7|2|8|6|3|5,1|2|3|4|5|6|7|8,1|3|4|6|2|8|5|7,4|2|5|1|6|8|7|3,4|8|6|5|2|7|1|3,6|4|1|3|7|8|5|2,3|8|6|7|1|4|5|2,28.10189819,-81.92479706,-1
R_djuIMJsOyveR629,Default Response Set,Anonymous,,,64.185.158.142,0,04/05/16 18:12,04/05/16 18:18,1,ANIRTJBXLLWKY,1,,,,,,1,0,0,45.517,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Germany,Austria,Italy,Mexico,Panama,Brazil,Spain,Hungary,Switzerland,Scotland,Denmark,Sweden,Belgium,Russia,Paraguay,,,,,,,,,,8,1,5,1,3,8,7,6,2,4,1,41,Lead prime,Presentation 1 inverse,,f8|sen04pp|f3|sen03pn|f1|sen02np|f2|sen01nn|f4|sen08pp|f5|sen07nn|f6|sen06pn|f7|sen05np,Q54|sen2|sen1|sen3|sen6|sen7|sen8|sen5|sen4,6|1|3|7|2|4|8|5,4|1|3|2|5|6|8|7,,5|8|4|7|1|6|3|2,1|2|3|4|5|6|7|8,8|6|3|1|5|4|7|2,7|8|2|3|5|4|1|6,2|7|6|1|4|5|3|8,8|6|4|7|5|3|2|1,5|2|8|3|7|1|6|4,43.0308075,-75.99970245,-1
R_8GOZaeuNo6rvTO5,Default Response Set,Anonymous,,,73.255.99.110,0,04/05/16 18:13,04/05/16 18:19,1,A3DRKJIAWYMA9F,1,,,,,,1,0,0,43.879,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,united states,canada,mexico,germany,japan,russia,china,brazil,great britan,france,saudi arabi,iraq,isreal,switzerland,italy,australia,panama,venuezelua,,,,,,,,,6,1,1,2,1,6,4,7,3,7,1,34,Lead prime,Presentation 1 inverse,,f6|sen04pp|f2|sen03pn|f5|sen02np|f1|sen01nn|f8|sen08pp|f7|sen07nn|f3|sen06pn|f4|sen05np,Q54|sen2|sen8|sen3|sen1|sen5|sen6|sen7|sen4,4|8|6|2|7|1|3|5,5|4|6|1|2|3|7|8,,2|4|8|3|7|5|1|6,1|2|3|4|5|6|7|8,7|6|2|5|4|1|3|8,3|8|6|4|2|1|5|7,1|5|6|7|8|3|2|4,3|8|2|5|4|1|6|7,7|4|8|6|1|2|3|5,29.55569458,-95.63349915,-1
R_74yPmb7bdzJ3Knj,Default Response Set,Anonymous,,,76.1.237.86,0,04/05/16 18:12,04/05/16 18:19,1,A39C1BN9ZSQ0R2,1,1,0,0,34.54,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,UK,France,Germany,Austria,Poland,Sweden,Switzerland,Norway,Finland,Belgium,Brazil,Chile,Peru,Argentina,Suriname,Uruguay,Paraguay,Belize,Bolivia,Cuba,Haiti,Jamaica,5,,1,7,4,1,8,6,2,3,5,1,32,Peer prime,Presentation 1,f7|sen01nn|f4|sen02np|f8|sen03pn|f1|sen04pp|f6|sen05np|f2|sen06pn|f3|sen07nn|f5|sen08pp,,Q54|sen3|sen8|sen7|sen1|sen2|sen5|sen4|sen6,3|1|6|5|4|7|2|8,,2|5|3|1|4|8|6|7,4|8|7|3|5|6|1|2,1|2|3|4|5|6|7|8,7|2|8|5|4|1|6|3,7|8|5|2|3|1|6|4,8|4|1|6|2|7|3|5,6|3|1|5|4|7|2|8,8|1|2|4|3|7|5|6,41.06669617,-74.81279755,-1
R_9Ko8dtbghICUwU5,Default Response Set,Anonymous,,,71.182.129.121,0,04/05/16 18:15,04/05/16 18:22,1,A29DTOJJVU7GCA,1,,,,,,1,0,0,57.932,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,US,Brazil,Mexico,Canada,Zimbabwe,Peru,Australia,England,France,Germany,Poland,Belgium,Ivory Coast,Sud,,,,,,,,,,,,,5,1,3,4,1,3,1,2,1,6,1,31,Lead prime,Presentation 1 inverse,,f5|sen04pp|f8|sen03pn|f2|sen02np|f6|sen01nn|f7|sen08pp|f4|sen07nn|f3|sen06pn|f1|sen05np,Q54|sen8|sen5|sen4|sen3|sen7|sen1|sen6|sen2,6|1|8|3|4|5|7|2,1|4|6|5|3|2|7|8,,6|8|5|4|2|3|7|1,1|2|3|4|5|6|7|8,1|2|7|3|8|6|4|5,2|7|3|5|8|1|4|6,5|2|8|1|3|6|7|4,1|6|4|2|7|3|8|5,8|7|2|5|1|4|6|3,40.460495,-80.28579712,-1
R_7UkJRkHV90bxNdz,Default Response Set,Anonymous,,,108.32.16.241,0,04/05/16 18:15,04/05/16 18:24,1,A3NODCZ06UM7NJ,1,1,0,0,79.097,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Sweden,Germany,Canada,Finland,Denmark,France,Uni,,,,,,,,,,,,,,,,,,5,,1,2,7,7,8,4,6,4,7,2,60,Peer prime,Presentation 1,f2|sen01nn|f3|sen02np|f5|sen03pn|f7|sen04pp|f1|sen05np|f6|sen06pn|f4|sen07nn|f8|sen08pp,,Q54|sen7|sen1|sen5|sen2|sen3|sen4|sen6|sen8,6|2|5|7|8|1|4|3,,1|6|2|3|7|5|8|4,5|8|6|1|2|4|7|3,1|2|3|4|5|6|7|8,8|2|5|6|4|7|1|3,6|5|2|8|7|4|3|1,7|5|6|8|3|2|1|4,3|8|5|6|4|2|7|1,5|7|8|3|4|1|6|2,40.57279968,-79.72480011,-1
R_em2KAcJ1QIIFbjT,Default Response Set,Anonymous,,,201.218.40.198,0,04/05/16 18:25,04/05/16 18:25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.050003052,-80.44999695,-1
R_0chbRr8PzFw9o57,Default Response Set,Anonymous,,,207.191.194.26,0,04/05/16 18:28,04/05/16 18:34,1,AEFJQOJ2TI62P,1,,,,,,1,0,0,32.227,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Azerbaijan,Argentina,Colombia,Peru,Finland,Sweden,Finland,Nairobi,South Africa,Cambodia,China,Russia,Mongolia,India,Japan,South Korea,North Korea,Egypt,Iraq,Iran,Kuwait,U.A.E.,England,Scotland,Icel,,5,1,4,5,2,8,3,7,1,5,2,20,Lead prime,Presentation 1 inverse,,f6|sen04pp|f2|sen03pn|f3|sen02np|f4|sen01nn|f5|sen08pp|f7|sen07nn|f1|sen06pn|f8|sen05np,Q54|sen6|sen2|sen5|sen8|sen7|sen3|sen1|sen4,5|1|7|8|3|4|6|2,6|3|1|4|8|5|7|2,,4|8|5|3|1|7|2|6,1|2|3|4|5|6|7|8,4|2|8|7|5|1|6|3,3|1|5|7|6|8|4|2,7|5|8|3|6|2|4|1,6|1|4|5|7|2|3|8,5|3|8|2|6|4|1|7,42.02450562,-91.66200256,-1
R_3yr7Qm2Is4bnoYl,Default Response Set,Anonymous,,,104.231.247.20,0,04/05/16 18:28,04/05/16 18:36,1,AWH0QCGB8IPX9,1,1,0,0,36.179,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,canada,usa,mexico,brazil,france,england,spain,germany,ethiopia,peru,guatamala,russia,china,japan,madagascar,,,,,,,,,,,5,,1,7,5,4,1,6,3,2,8,1,30,Peer prime,Presentation 1,f1|sen01nn|f5|sen02np|f7|sen03pn|f4|sen04pp|f3|sen05np|f6|sen06pn|f2|sen07nn|f8|sen08pp,,Q54|sen8|sen2|sen7|sen1|sen3|sen5|sen6|sen4,7|2|4|6|8|5|1|3,,1|4|2|3|6|8|7|5,7|1|3|5|2|6|8|4,1|2|3|4|5|6|7|8,2|4|8|1|6|5|7|3,4|6|3|7|5|2|8|1,2|7|6|4|5|3|1|8,2|3|8|6|4|5|1|7,8|7|1|6|3|4|5|2,43.05079651,-88.0381012,-1
R_8iRpdbZuzUYeUqV,Default Response Set,Anonymous,,,162.217.133.102,0,04/05/16 18:49,04/05/16 18:55,1,A2SR85I8JMO1ZZ,1,1,0,0,34.906,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Audstralia,Egypt,USA,Canada,Mexico,Ireland,England,Scotland,France,Japan,China,North Korea,South Korea,Russia,UAE,Iran,Iraq,India,New Zealand,Argentina,Brazil,Germany,Poland,Switzerland,Spain,2,,1,1,8,6,4,5,7,3,2,2,23,Peer prime,Presentation 1 inverse,,f4|sen04pp|f3|sen03pn|f5|sen02np|f7|sen01nn|f2|sen08pp|f1|sen07nn|f8|sen06pn|f6|sen05np,Q54|sen4|sen1|sen3|sen8|sen5|sen7|sen6|sen2,1|6|8|2|5|4|7|3,,7|6|3|4|8|2|5|1,1|2|3|7|4|8|5|6,1|2|3|4|5|6|7|8,2|4|6|1|7|8|5|3,5|3|4|2|6|8|7|1,6|5|4|3|7|2|1|8,5|3|1|7|2|8|4|6,4|6|8|5|3|1|2|7,34.04379272,-118.2512054,-1
R_ahqMadaV1ljKUId,Default Response Set,Anonymous,,,70.190.166.156,0,04/05/16 19:00,04/05/16 19:09,1,A2Q0G312LESWK7,1,1,28.005,55.29,55.637,3,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United states,saudi arabia,canada,mexico,great britain,ireland,russia,japan,china,india,south aftrica,nambia,peru,brazil,,,,,,,,,,,,2,,1,5,4,5,1,7,3,8,2,2,23,Peer prime,Presentation 1,f3|sen01nn|f7|sen02np|f5|sen03pn|f4|sen04pp|f6|sen05np|f8|sen06pn|f1|sen07nn|f2|sen08pp,,Q54|sen8|sen7|sen4|sen1|sen5|sen2|sen6|sen3,1|2|6|4|5|8|3|7,,1|5|8|6|2|3|7|4,6|5|3|8|1|2|7|4,1|2|3|4|5|6|7|8,8|1|3|4|7|5|2|6,5|6|1|4|2|3|7|8,1|8|2|3|6|4|7|5,5|1|8|7|3|4|2|6,6|3|2|5|1|4|7|8,32.2131958,-110.8872986,-1
R_0MnjA4Xt1d0LthX,Default Response Set,Anonymous,,,189.188.104.248,0,05/05/16 14:49,05/05/16 14:49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05000305,-96.71669769,-1
R_81y0QFIjVybQTcx,Default Response Set,Anonymous,,,208.70.93.74,0,05/05/16 14:51,05/05/16 14:51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.30000305,-62.71669769,-1
R_8dLe7EvLh1jN7cF,Default Response Set,Anonymous,,,188.247.78.87,0,05/05/16 14:51,05/05/16 14:51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94999695,35.93330383,-1
R_4ZzeB60RnweHmyp,Default Response Set,Anonymous,,,154.73.12.88,0,05/05/16 14:53,05/05/16 14:54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315597534,32.56559753,-1
R_cYl7R81AJpVlPeZ,Default Response Set,Anonymous,,,69.118.239.103,0,05/05/16 14:49,05/05/16 14:55,1,A14MOF84FC52MB,1,1,0,0,35.867,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,japan,canada,,,,,,,,,,,,,,,,,,,,,,,6,,1,7,4,3,3,1,6,2,4,2,22,Peer prime,Presentation 1 inverse,,f7|sen04pp|f6|sen03pn|f1|sen02np|f5|sen01nn|f3|sen08pp|f2|sen07nn|f4|sen06pn|f8|sen05np,Q54|sen1|sen4|sen8|sen2|sen7|sen6|sen3|sen5,4|3|8|1|6|5|7|2,,8|6|5|3|2|7|4|1,5|7|8|4|3|6|2|1,1|2|3|4|5|6|7|8,8|2|6|7|4|1|3|5,5|8|1|7|3|6|2|4,2|4|3|8|1|5|6|7,3|6|4|2|7|8|1|5,3|2|1|7|6|8|5|4,40.73910522,-74.19450378,-1
