ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,mturkid,Q2,peerprime,peertime_1,peertime_2,peertime_3,peertime_4,leadprime,leadtime_1,leadtime_2,leadtime_3,leadtime_4,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,f1,sen01p,f2,sen02p,f3,sen03p,f4,sen04p,f5,sen05n,f6,sen06n,f7,sen07n,f8,sen08n,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,lead,Q54,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sex,age,DO-BR-FL_37,DO-BR-FL_19,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-Q-sen2,DO-Q-sen1,DO-Q-lead,DO-Q-sen6,DO-Q-sen3,DO-Q-sen5,DO-Q-sen7,DO-Q-sen8,DO-Q-sen4,LocationLatitude,LocationLongitude,LocationAccuracy
R_b9skiRecUJ2k4ip,Default Response Set,Anonymous,,,72.220.104.37,0,10/03/16 19:11,10/03/16 19:15,1,A39Q4SNT7SRK94,1,1,0,0,31.364,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Greenland,Iceland,Ireland,England,Australia,China,Japan,South Korea,North Korea,Turkey,Brazil,,,,,,,,,,,,,1,3,7,8,7,5,7,5,6,1,25,Peer prime,Presentation 1,f1|sen01p|f2|sen08n|f3|sen02p|f4|sen05n|f5|sen06n|f6|sen04p|f7|sen03p|f8|sen07n,,Q54|sen1|sen6|sen4|sen3|sen5|sen2|sen8|sen7,5|8|7|3|2|4|1|6,1|2|3|4|5|6|7|8,,4|8|2|6|3|7|5|1,7|8|6|1|2|3|5|4,2|8|1|3|4|7|6|5,2|4|3|5|8|7|6|1,6|3|5|4|8|7|1|2,3|1|8|5|6|2|7|4,32.56939697,-117.0158005,-1
R_7TBh43CwlcQLlzf,Default Response Set,Anonymous,,,147.97.8.245,0,10/03/16 19:10,10/03/16 19:15,1,AQQPB1I68K8GZ,1,,,,,,1,0,0,46.121,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Brazil,Columbia,Egypt,Italy,France,Germany,Netherlands,Norway,Sweden,Finland,Lithuania,Fiji,Japan,China,Iran,Thailand,,,,,,,1,1,8,3,1,7,2,5,4,4,1,30,Lead prime,Presentation 1,f1|sen03p|f2|sen05n|f3|sen01p|f4|sen08n|f5|sen06n|f6|sen04p|f7|sen02p|f8|sen07n,,Q54|sen3|sen1|sen2|sen4|sen6|sen7|sen8|sen5,8|5|2|6|3|7|1|4,1|2|3|4|5|6|7|8,5|3|4|7|6|2|8|1,5|1|6|8|2|4|3|7,8|1|4|3|5|6|7|2,8|3|6|1|4|5|2|7,2|7|8|4|1|5|3|6,8|4|6|1|2|5|7|3,7|1|8|4|3|5|6|2,36.331604,-92.41030121,-1
R_09w6Aw4hlrq8l1j,Default Response Set,Anonymous,,,68.188.219.4,0,10/03/16 19:06,10/03/16 19:15,1,A18MNTP93FNQJ1,1,1,0,0,86.812,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,us,africa,canada,ireland,finland,asia,russia,,,,,,,,,,,,,,,,,,,,1,7,7,5,1,8,1,7,5,2,55,Peer prime,Presentation 1,f1|sen02p|f2|sen06n|f3|sen01p|f4|sen08n|f5|sen05n|f6|sen04p|f7|sen03p|f8|sen07n,,Q54|sen8|sen2|sen1|sen5|sen7|sen3|sen4|sen6,4|5|8|1|6|3|7|2,1|2|3|4|5|6|7|8,,7|4|6|2|3|1|8|5,6|1|4|2|7|3|8|5,8|3|2|4|1|5|7|6,6|5|3|4|2|8|1|7,2|1|4|6|5|7|3|8,3|5|6|4|8|1|2|7,42.85549927,-85.88279724,-1
R_9ZiIHeFwJu4HnQ9,Default Response Set,Anonymous,,,189.30.123.112,0,10/03/16 19:15,10/03/16 19:15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.66670227,-49.38330078,-1
R_5jdVhedmfIbWBUx,Default Response Set,Anonymous,,,73.137.149.209,0,10/03/16 19:04,10/03/16 19:15,1,APO6KZZ79PO9Q,1,,,,,,1,0,0,335.724,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,bali,oman,nigeria ,japan,usa,uk,brazil,chile,peru,argentina,libia ,bolivia,,,,,,,,,,,,,,3,1,1,3,3,7,6,6,4,2,1,31,Lead prime,Presentation 1,f1|sen02p|f2|sen08n|f3|sen03p|f4|sen07n|f5|sen05n|f6|sen04p|f7|sen01p|f8|sen06n,,Q54|sen7|sen8|sen6|sen2|sen3|sen4|sen1|sen5,6|4|5|1|7|2|3|8,1|2|3|4|5|6|7|8,1|8|3|4|2|5|6|7,8|5|7|6|1|2|3|4,7|4|5|3|2|8|6|1,7|2|8|4|3|5|1|6,5|6|1|2|4|8|3|7,3|2|7|6|8|1|4|5,8|1|3|5|2|4|7|6,33.9828949,-84.32420349,-1
R_3dP4GKTiuUyW7Pv,Default Response Set,Anonymous,,,100.40.21.35,0,10/03/16 19:09,10/03/16 19:15,1,A2F8YFFRKK14QD,1,1,0,0,40.887,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Russia,China,Japan,Africa,Brazil,United states ,Portugal,Spain,Turkey,Hungary,,,,,,,,,,,,,,,,,1,3,6,5,1,5,8,3,3,2,55,Peer prime,Presentation 1,f1|sen03p|f2|sen07n|f3|sen04p|f4|sen08n|f5|sen05n|f6|sen02p|f7|sen01p|f8|sen06n,,Q54|sen2|sen7|sen1|sen6|sen3|sen8|sen5|sen4,2|3|6|8|5|1|7|4,1|2|3|4|5|6|7|8,,7|4|2|5|1|3|6|8,5|6|1|3|7|2|4|8,6|1|7|3|8|4|5|2,8|5|2|6|1|7|3|4,3|8|6|1|7|2|4|5,6|3|2|5|1|4|8|7,41.70500183,-71.46040344,-1
R_b44vkR94pCyXePb,Default Response Set,Anonymous,,,99.5.203.51,0,10/03/16 19:09,10/03/16 19:15,1,A3MRB8TFD1IUS6,1,,,,,,1,0,0,83.636,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,united states,mexico,spain,UK,france,canada,brazil,chile,argentina,isreal,iran,iraq,russia,japan,china,,,,,,,,,,,3,1,7,1,3,5,8,3,5,2,1,38,Lead prime,Presentation 1,f1|sen02p|f2|sen08n|f3|sen01p|f4|sen06n|f5|sen07n|f6|sen03p|f7|sen04p|f8|sen05n,,Q54|sen6|sen3|sen2|sen4|sen8|sen5|sen7|sen1,2|3|7|8|4|5|6|1,1|2|3|4|5|6|7|8,6|5|7|4|8|1|2|3,2|3|6|8|7|4|5|1,6|1|8|3|2|7|4|5,3|6|5|2|8|7|4|1,6|7|5|1|2|3|4|8,8|5|7|6|3|4|1|2,1|5|3|8|6|4|2|7,30.08309937,-81.86299896,-1
R_6PRU5hD5CtE3zkV,Default Response Set,Anonymous,,,73.181.66.9,0,10/03/16 19:10,10/03/16 19:16,1,A2C7VUFGB8WGCG,1,1,3.672,4.423,54.999,2,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Mexico,Canada,Japan,South Korea,North Korea,China,Vietnam,France,Germany,Thailand,Phillipines,Australia,Brazil,Uruag,,,,,,,,,,,,1,4,6,5,8,1,6,3,7,1,29,Peer prime,Presentation 1 inverse,,f1|sen07n|f2|sen03p|f3|sen05n|f4|sen01p|f5|sen02p|f6|sen06n|f7|sen08n|f8|sen04p,Q54|sen2|sen1|sen5|sen6|sen3|sen8|sen4|sen7,5|4|8|2|1|6|3|7,1|2|3|4|5|6|7|8,,8|5|6|4|2|3|7|1,1|8|5|2|3|4|6|7,8|6|1|7|2|5|3|4,8|6|2|7|4|5|3|1,8|7|6|2|5|4|3|1,1|5|2|8|3|7|4|6,40.51950073,-105.0627975,-1
R_5nc2YkKDTiMZaFT,Default Response Set,Anonymous,,,98.231.225.246,0,10/03/16 19:10,10/03/16 19:16,1,AD7MWBDCVS5ZZ,1,1,0,0,49.28,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Japan,Canada,Mexico,Russia,Germany,Iraq,Iran,China,Libya,Taiwan,Singapore,England,Peru,Columbia,Cuba,Norway,,,,,,,,,,,1,6,5,7,6,7,2,8,6,1,36,Peer prime,Presentation 1,f1|sen04p|f2|sen08n|f3|sen02p|f4|sen06n|f5|sen05n|f6|sen01p|f7|sen03p|f8|sen07n,,Q54|sen3|sen6|sen8|sen1|sen2|sen7|sen5|sen4,7|4|2|8|3|6|5|1,1|2|3|4|5|6|7|8,,5|3|7|6|2|1|8|4,6|5|8|7|4|3|2|1,3|5|2|7|1|8|6|4,5|8|3|6|4|2|7|1,8|5|6|7|2|1|4|3,6|2|1|3|4|5|8|7,39.25750732,-76.49510193,-1
R_79Y4PFGThlNa3Hf,Default Response Set,Anonymous,,,75.121.252.204,0,10/03/16 19:07,10/03/16 19:16,1,ANJ9V1S2RYOE8 ,1,,,,,,1,0,0,71.595,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,canada,mexico,honduras,el salvador,cuba,jam,,,,,,,,,,,,,,,,,,,2,1,6,5,2,4,1,3,7,7,1,58,Lead prime,Presentation 1 inverse,,f1|sen05n|f2|sen03p|f3|sen07n|f4|sen01p|f5|sen02p|f6|sen06n|f7|sen08n|f8|sen04p,Q54|sen2|sen7|sen1|sen6|sen5|sen3|sen8|sen4,7|5|2|6|8|3|1|4,1|2|3|4|5|6|7|8,5|1|6|2|7|8|4|3,2|6|4|3|7|8|5|1,6|4|7|8|5|3|1|2,2|8|4|3|7|1|5|6,2|7|3|6|4|8|5|1,1|3|5|6|8|2|7|4,4|7|3|6|5|1|8|2,39.73399353,-94.22280121,-1
R_aa40zCfhFu8nmGp,Default Response Set,Anonymous,,,198.8.80.165,0,10/03/16 19:09,10/03/16 19:16,1,A35BY30TC8WCL4,1,,,,,,1,0.514,23.571,31.221,5,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Mexico,Canada,Russia,South Africa,China,Japan,South Korea,North Korea,Netherlands,Denmark,Iceland,France,England,Scotland,Ireland,Portugal,Spain,Germany,Austria,Ukraine,Turkey,,,,1,1,8,5,1,3,7,8,2,4,1,27,Lead prime,Presentation 1,f1|sen03p|f2|sen07n|f3|sen04p|f4|sen08n|f5|sen05n|f6|sen02p|f7|sen01p|f8|sen06n,,Q54|sen3|sen8|sen6|sen1|sen2|sen5|sen4|sen7,7|2|6|5|1|4|3|8,1|2|3|4|5|6|7|8,3|4|1|2|6|8|5|7,5|1|8|6|3|2|4|7,2|6|3|7|5|1|8|4,8|7|3|4|1|2|5|6,4|3|6|7|1|8|2|5,6|8|1|3|7|5|4|2,3|2|5|6|7|4|1|8,34.04379272,-118.2512054,-1
R_eyN8cbj22rzD50V,Default Response Set,Anonymous,,,69.129.82.254,0,10/03/16 19:09,10/03/16 19:16,1,AWG0O1Y2ZKL2E,1,,,,,,1,0,0,70.237,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Italy,Brazil,Spain,france,Russia,Japan,,,,,,,,,,,,,,,,,6,1,7,5,1,3,8,4,2,8,1,59,Lead prime,Presentation 1,f1|sen03p|f2|sen07n|f3|sen04p|f4|sen05n|f5|sen06n|f6|sen01p|f7|sen02p|f8|sen08n,,Q54|sen6|sen5|sen3|sen7|sen2|sen8|sen1|sen4,8|7|3|1|2|5|6|4,1|2|3|4|5|6|7|8,8|4|7|5|6|3|2|1,3|1|6|2|4|8|7|5,2|8|1|4|5|7|3|6,5|1|8|6|4|7|2|3,6|1|2|8|7|4|5|3,6|4|5|8|3|7|1|2,8|3|5|1|2|7|4|6,44.58140564,-89.1269989,-1
R_cG4dJCXylWSfA7X,Default Response Set,Anonymous,,,73.188.22.157,0,10/03/16 19:10,10/03/16 19:16,1,A3RD30VDG7UNV8,1,1,32.535,33.242,43.675,2,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Uganda,England,France,Canada,Italy,Russia,Iraq,Iran,Afghanistan,China,Japan,North Korea,South Korea,Germany,Ireland,Poland,Spain,Mexico,,,,,,,,1,5,3,3,6,8,2,7,4,1,25,Peer prime,Presentation 1,f1|sen02p|f2|sen05n|f3|sen03p|f4|sen08n|f5|sen07n|f6|sen04p|f7|sen01p|f8|sen06n,,Q54|sen6|sen4|sen2|sen7|sen5|sen1|sen3|sen8,4|6|8|1|2|3|7|5,1|2|3|4|5|6|7|8,,1|4|8|2|7|6|5|3,6|3|5|1|7|4|8|2,3|7|4|1|6|5|2|8,1|2|8|6|5|4|7|3,6|3|7|8|5|1|4|2,1|5|3|4|6|2|7|8,40.11720276,-74.84950256,-1
R_8jlXlSe3hRgYasR,Default Response Set,Anonymous,,,155.201.34.7,0,10/03/16 19:10,10/03/16 19:16,1,A1BHHRSKO2MBT3,1,1,11.358,11.358,40.795,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,6,1,6,4,1,4,1,24,Peer prime,Presentation 1 inverse,,f1|sen05n|f2|sen01p|f3|sen06n|f4|sen03p|f5|sen04p|f6|sen08n|f7|sen07n|f8|sen02p,Q54|sen7|sen6|sen4|sen8|sen1|sen3|sen2|sen5,7|6|4|3|1|2|5|8,1|2|3|4|5|6|7|8,,2|7|4|5|3|6|1|8,5|3|4|1|2|8|7|6,2|8|7|1|3|5|4|6,2|8|4|5|6|1|3|7,6|2|8|5|4|3|1|7,3|6|5|8|1|7|2|4,40.71110535,-73.94689941,-1
R_aWt4JbxD2GnhkuF,Default Response Set,Anonymous,,,206.121.7.26,0,10/03/16 19:08,10/03/16 19:16,1,A1QFL2GS6L26HG,1,,,,,,1,115.787,115.787,145.805,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Panama,Costa Rica,Nicaragua,El Salvador,Honduras,USA,Canada,Mexico,Belize,Peru,Brazil,Paraguay,UK,France,Italy,UAE,Japan,India,China,Spain,Portugal,Ireland,Turkey,Syria,Iraq,4,1,8,4,5,2,3,7,7,7,1,27,Lead prime,Presentation 1 inverse,,f1|sen06n|f2|sen04p|f3|sen05n|f4|sen02p|f5|sen03p|f6|sen07n|f7|sen08n|f8|sen01p,Q54|sen1|sen6|sen5|sen8|sen7|sen3|sen2|sen4,6|3|2|7|5|4|1|8,1|2|3|4|5|6|7|8,1|3|7|8|2|6|4|5,7|6|4|2|5|3|1|8,1|6|4|7|5|2|3|8,2|7|4|8|3|5|1|6,8|5|1|4|2|6|7|3,3|4|6|2|5|7|8|1,6|5|8|7|3|4|1|2,38,-97,-1
R_9vgKRQ71d1d3rUh,Default Response Set,Anonymous,,,24.225.119.55,0,10/03/16 19:10,10/03/16 19:16,1,ALDQRWYZ8KQ9A,1,,,,,,1,0,0,60.661,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Canada,USA,England,France,Germany,Spain,Portugal,Brazil,Colombia,Peru,Chile,Argentina,Bolivia,Ecuador,Panama,Honduras,China,Mongolia,Russia,North Korea,South Korea,Guyana,Guinea Boisseu,Madagascar,Egypt,1,1,3,1,7,6,4,8,5,2,1,38,Lead prime,Presentation 1,f1|sen02p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen07n|f6|sen04p|f7|sen03p|f8|sen06n,,Q54|sen5|sen3|sen7|sen6|sen4|sen8|sen2|sen1,5|7|1|2|8|4|6|3,1|2|3|4|5|6|7|8,5|6|1|2|4|3|7|8,2|5|8|4|3|6|7|1,7|2|5|3|1|8|6|4,3|8|5|4|7|2|6|1,4|6|7|1|5|3|8|2,2|5|8|3|1|7|6|4,3|7|8|5|4|1|2|6,48.14639282,-96.17649841,-1
R_7aLk5iozSZF5oOx,Default Response Set,Anonymous,,,76.123.113.9,0,10/03/16 19:11,10/03/16 19:16,1,A2DH6KE258SZBH,1,,,,,,1,0,0,0,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,usa,england,germany,peru,canada,mexico,uganda,egypt,iran,brazil,cuba,,,,,,,,,,,,,,,1,1,7,6,1,3,8,5,4,2,2,28,Lead prime,Presentation 1,f1|sen03p|f2|sen08n|f3|sen04p|f4|sen07n|f5|sen06n|f6|sen02p|f7|sen01p|f8|sen05n,,Q54|sen4|sen1|sen3|sen8|sen6|sen5|sen7|sen2,5|7|8|6|2|4|3|1,1|2|3|4|5|6|7|8,5|4|8|6|7|3|2|1,2|6|1|8|5|3|4|7,6|1|2|7|3|4|8|5,4|7|1|6|8|3|2|5,7|3|2|5|1|6|8|4,3|2|5|8|1|4|6|7,4|5|6|1|7|3|8|2,30.34469604,-81.73539734,-1
R_2aZYoGZjzZCV9t3,Default Response Set,Anonymous,,,216.106.40.76,0,10/03/16 19:10,10/03/16 19:16,1,A2GNG7DWHQA6ZZ,1,,,,,,1,0,0,62.372,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,U.S.A,Canada,Mexico,Spain,France,Germany,England,Switzerland,Peru,Brazil,Italy,Russia,Japan,,,,,,,,,,,,,8,1,4,2,5,8,3,1,7,6,1,30,Lead prime,Presentation 1 inverse,,f1|sen06n|f2|sen02p|f3|sen05n|f4|sen01p|f5|sen03p|f6|sen08n|f7|sen07n|f8|sen04p,Q54|sen7|sen1|sen8|sen5|sen3|sen2|sen4|sen6,6|5|1|4|2|7|3|8,1|2|3|4|5|6|7|8,3|2|4|7|6|1|8|5,8|7|4|3|6|5|1|2,1|2|8|5|4|7|6|3,3|4|8|6|7|2|1|5,1|2|5|7|3|8|6|4,4|8|7|5|6|3|2|1,5|7|1|4|6|8|3|2,38.88169861,-92.40200043,-1
R_a4M9iLAgQaZwqLb,Default Response Set,Anonymous,,,72.191.234.13,0,10/03/16 19:08,10/03/16 19:16,1,AXF0OX50YZQC6,1,,,,,,1,0,0,69.375,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,Canada,Iceland,Greenland,Norway,Sweden,France,Germany,England,Columbia,,,,,,,,,,,,,,,3,1,1,6,3,7,4,5,2,5,1,31,Lead prime,Presentation 1,f1|sen01p|f2|sen07n|f3|sen03p|f4|sen08n|f5|sen05n|f6|sen02p|f7|sen04p|f8|sen06n,,Q54|sen7|sen2|sen5|sen1|sen3|sen6|sen8|sen4,6|5|1|7|2|8|4|3,1|2|3|4|5|6|7|8,6|7|5|2|3|8|4|1,2|1|4|6|8|3|7|5,4|3|5|7|1|6|8|2,8|4|6|2|1|3|7|5,8|3|2|4|5|1|6|7,4|1|2|5|6|8|3|7,5|7|6|1|8|4|3|2,32.93170166,-96.61620331,-1
R_cZb9HbfYrqmKT0p,Default Response Set,Anonymous,,,97.117.126.136,0,10/03/16 19:10,10/03/16 19:17,1,A1OD5PTSNABJ5A,1,,,,,,1,0,0,72.013,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,United States,England,Germany,Italy,Mexico,Hungary,Russia,Australia,Japan,China,Ireland,Scotland,Wales,Mo,,,,,,,,,,,5,1,3,2,1,2,6,7,6,7,1,34,Lead prime,Presentation 1 inverse,,f1|sen08n|f2|sen04p|f3|sen05n|f4|sen03p|f5|sen02p|f6|sen07n|f7|sen06n|f8|sen01p,Q54|sen6|sen8|sen4|sen3|sen5|sen1|sen2|sen7,6|2|5|4|3|8|1|7,1|2|3|4|5|6|7|8,3|2|1|8|5|7|4|6,3|7|6|8|4|2|5|1,1|8|4|3|5|6|7|2,2|5|7|1|8|6|4|3,7|4|6|3|5|2|8|1,6|3|2|1|7|5|8|4,2|8|3|7|4|5|6|1,40.65829468,-111.9231033,-1
R_bQIG3qwKvLVJbBX,Default Response Set,Anonymous,,,66.87.125.66,0,10/03/16 19:10,10/03/16 19:17,1,A39W3PYK82IBAS,1,1,0,0,68.9,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Egypt,United States,England,Brazil,South africa,Portugal,Spain,France,Germany,Russia,Poland,Sweede,,,,,,,,,,,,,,,1,6,3,1,5,7,4,2,8,1,35,Peer prime,Presentation 1,f1|sen03p|f2|sen07n|f3|sen02p|f4|sen06n|f5|sen05n|f6|sen01p|f7|sen04p|f8|sen08n,,Q54|sen6|sen1|sen8|sen5|sen3|sen2|sen4|sen7,4|1|5|3|7|6|2|8,1|2|3|4|5|6|7|8,,1|5|2|8|7|3|6|4,8|3|1|2|4|5|6|7,8|6|4|5|3|7|1|2,5|1|7|2|8|3|4|6,4|5|7|3|8|6|2|1,3|5|1|6|4|8|2|7,42.22439575,-71.68939972,-1
R_898HEHlkbxZlLbT,Default Response Set,Anonymous,,,170.253.164.245,0,10/03/16 19:11,10/03/16 19:17,1,A1C4MN1Y590C6E,1,1,12.749,12.749,34.678,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,usa,canada,mexico,england ,ireland,germany,italy,spaing,portugal,australia,japan,china,vietnam,brazil,cuba,chile,argentina,,,,,,,,,,1,5,8,2,4,6,3,7,1,1,31,Peer prime,Presentation 1 inverse,,f1|sen08n|f2|sen03p|f3|sen06n|f4|sen04p|f5|sen01p|f6|sen05n|f7|sen07n|f8|sen02p,Q54|sen3|sen2|sen8|sen1|sen5|sen6|sen7|sen4,1|2|7|3|6|8|5|4,1|2|3|4|5|6|7|8,,3|4|8|7|2|6|5|1,2|6|7|8|1|4|3|5,3|8|7|1|2|6|4|5,3|2|7|4|1|5|8|6,8|4|3|1|5|6|7|2,7|5|8|3|2|6|1|4,34.3401947,-89.48329926,-1
R_4TqcA2bcGL8xvAp,Default Response Set,Anonymous,,,24.11.153.84,0,10/03/16 19:11,10/03/16 19:17,1,A3FYSDFRZF4T8,1,,,,,,1,0,0,44.098,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,NORTH AMERICA,AUSTRALIA,CANADA,MEXICO,ITALY,GERMANY,SPAIN,,,,,,,,,,,,,,,,,,,2,1,2,5,4,7,3,3,1,6,2,48,Lead prime,Presentation 1 inverse,,f1|sen07n|f2|sen01p|f3|sen05n|f4|sen03p|f5|sen02p|f6|sen06n|f7|sen08n|f8|sen04p,Q54|sen2|sen4|sen3|sen7|sen5|sen8|sen1|sen6,5|6|4|8|3|1|2|7,1|2|3|4|5|6|7|8,7|5|8|4|6|2|3|1,8|5|1|3|4|2|7|6,8|2|7|6|3|1|5|4,6|5|4|1|3|7|8|2,2|7|1|3|6|5|8|4,8|7|2|6|5|3|4|1,8|4|7|1|2|3|6|5,32.3368988,-111.0502014,-1
R_9WuFceE0vpuH3db,Default Response Set,Anonymous,,,69.62.168.244,0,10/03/16 19:12,10/03/16 19:17,1,A1II7WOCQ4M6E5,1,,,,,,1,0,0,32.504,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,US,Canada,Mexico,Costa Rica,Chile,Panama,Argentina,Brazil,Paraguay,Uruguay,Pakistan,Uzbekistan,Kazhacistan?,German,G,,,,,,,,,,,2,1,8,4,6,2,7,7,1,1,2,42,Lead prime,Presentation 1 inverse,,f1|sen07n|f2|sen04p|f3|sen06n|f4|sen02p|f5|sen01p|f6|sen05n|f7|sen08n|f8|sen03p,Q54|sen7|sen8|sen6|sen1|sen4|sen2|sen5|sen3,7|4|1|5|6|8|3|2,1|2|3|4|5|6|7|8,3|2|4|8|1|6|5|7,1|2|5|4|8|7|6|3,8|3|5|4|2|1|7|6,1|6|7|5|2|8|4|3,1|6|8|3|5|2|7|4,3|7|2|4|5|1|8|6,3|8|4|2|7|1|6|5,38.34449768,-121.4292984,-1
R_3vKfSr8PZFcU2bj,Default Response Set,Anonymous,,,50.37.166.187,0,10/03/16 19:09,10/03/16 19:17,1,A19I1KU0HG8JG3,1,,,,,,1,7.867,19.463,61.055,3,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Canada,England,Puerto Rico,Mexico,Brazil,Egypt,Italy,,,,,,,,,,,,,,,,,,7,1,3,1,7,6,4,8,5,2,2,27,Lead prime,Presentation 1,f1|sen02p|f2|sen08n|f3|sen01p|f4|sen05n|f5|sen07n|f6|sen04p|f7|sen03p|f8|sen06n,,Q54|sen7|sen5|sen6|sen2|sen3|sen1|sen8|sen4,2|5|7|3|6|1|4|8,1|2|3|4|5|6|7|8,8|5|6|1|2|7|3|4,5|8|6|2|3|7|4|1,5|3|4|8|2|1|7|6,3|7|8|5|1|4|6|2,3|2|7|4|8|1|6|5,4|8|5|3|6|2|1|7,7|5|4|1|3|6|2|8,46.7171936,-116.9179001,-1
R_8BUMrt2ic3R2UHX,Default Response Set,Anonymous,,,208.104.229.125,0,10/03/16 19:12,10/03/16 19:17,1,AL3U9R1JW2HN9,1,1,4.586,26.295,30.855,3,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,Russia,Australia,Egypt,Niger,Nigeria,France,Ireland,Iceland,Bulgaria,Iran,Iraq,Yemen,Oman,New Zealand,Hungary,,,,,,,,,1,4,2,7,5,1,3,6,7,1,52,Peer prime,Presentation 1 inverse,,f1|sen05n|f2|sen02p|f3|sen06n|f4|sen01p|f5|sen04p|f6|sen08n|f7|sen07n|f8|sen03p,Q54|sen6|sen8|sen5|sen3|sen4|sen1|sen7|sen2,3|6|8|1|7|5|4|2,1|2|3|4|5|6|7|8,,5|3|8|1|6|7|2|4,4|6|7|5|1|8|2|3,4|2|7|5|8|3|1|6,5|1|4|7|3|8|6|2,3|6|4|7|2|8|1|5,7|8|6|2|4|3|1|5,34.96600342,-81.08070374,-1
R_ekTskaL7aEPMvWJ,Default Response Set,Anonymous,,,74.102.216.184,0,10/03/16 19:12,10/03/16 19:17,1,A2AB9WEOEPG7WR,1,1,9.119,10.535,40.182,2,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Guyana,USA,France,Nigeria,Sierra Leone,Liberia,Austrailia,Canada,Peru,Brazil,Argentina,Barbados,Trinidad and Tobago,Greece,Poland,Russia,gERMANY,Ukraine,China,Ethopia,New Zealand,,,,,,1,2,6,5,4,7,3,1,3,2,29,Peer prime,Presentation 1 inverse,,f1|sen08n|f2|sen02p|f3|sen07n|f4|sen04p|f5|sen03p|f6|sen06n|f7|sen05n|f8|sen01p,Q54|sen4|sen7|sen1|sen3|sen5|sen8|sen6|sen2,1|3|5|4|8|7|2|6,1|2|3|4|5|6|7|8,,1|3|8|2|7|6|4|5,2|5|6|1|7|4|8|3,1|6|8|4|2|7|3|5,8|7|6|2|1|5|3|4,2|5|4|6|8|1|3|7,3|8|2|6|1|7|5|4,40.72599792,-74.23320007,-1
