ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,mturkid,Q2,Q5,introtime_1,introtime_2,introtime_3,introtime_4,f1,sen01p,f2,sen02n,f3,sen03p,f4,sen04n,f5,sen05n,f6,sen06p,f7,sen07p,f8,sen08n,f1,sen09n,f2,sen10p,f3,sen11n,f4,sen12p,f5,sen13p,f6,sen14n,f7,sen15n,f8,sen16p,f1,sen17p,f2,sen18n,f3,sen19p,f4,sen20n,f5,sen21n,f6,sen22p,f7,sen23p,f8,sen24n,f1,sen25n,f2,sen26p,f3,sen27n,f4,sen28p,f5,sen29p,f6,sen30n,f7,sen31n,f8,sen32p,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9,sen10,sen11,sen12,sen13,sen14,sen15,sen16,sen17,sen18,sen19,sen20,sen21,sen22,sen23,sen24,sen25,sen26,sen27,sen28,sen29,sen30,sen31,sen32,team_inst,team1,team2,team3,team4,team5,team6,team7,team8,Q140,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,sex,age,DO-BR-FL_19,DO-BR-FL_37,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Presentation2,DO-BL-Presentation2inverse,DO-BL-Recall1,DO-BL-Recall1inverse,DO-BL-Recall2,DO-BL-Recall2inverse,DO-BL-Team,DO-BL-Competence,DO-Q-sen1,DO-Q-sen2,DO-Q-sen26,DO-Q-sen18,DO-Q-sen31,DO-Q-sen23,DO-Q-sen9,DO-Q-sen5,DO-Q-sen13,DO-Q-sen15,DO-Q-sen7,DO-Q-sen25,DO-Q-sen17,DO-Q-sen10,DO-Q-sen20,DO-Q-sen28,DO-Q-sen3,DO-Q-sen11,DO-Q-sen19,DO-Q-sen27,DO-Q-sen8,DO-Q-sen16,DO-Q-sen4,DO-Q-sen12,DO-Q-sen21,DO-Q-sen14,DO-Q-sen29,DO-Q-sen6,DO-Q-sen30,DO-Q-sen22,DO-Q-sen24,DO-Q-sen32,LocationLatitude,LocationLongitude,LocationAccuracy
R_5o1EdxBXdkProXz,Default Response Set,Anonymous,,,72.69.236.104,0,2/23/2016 18:44,2/23/2016 18:48,1,37068,AY7WOX4UCIBU2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Germany,Boliva,Argentina,Peru,Mexico,Canada,United Kingdom,France,China,Japan,South Africa,Austrila,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4,1,5,8,5,2,,,,,,,,,1,5,3,4,3,4,6,4,4,1,5,4,5,3,4,4,5,3,1,25,Presentation 2,Competence|Team,,,f1|sen19p|f2|sen21n|f3|sen17p|f4|sen20n|f5|sen24n|f6|sen23p|f7|sen22p|f8|sen18n,,,,sen18|sen19|sen24|sen23|sen21|sen20|sen22|sen17,,team_inst|team3|team4|team6|team1|team5|team2|team8|team7,Q140|comp5|comp7|comp3|comp1|comp4|comp2|comp6|comp8,,,,4|7|1|8|6|3|2|5,,3|6|4|7|1|8|2|5,,,,,,,1|2|3|4|5|6|7|8,,2|7|3|4|5|8|6|1,,,,3|7|5|4|8|6|1|2,,,,,,8|3|5|2|6|4|1|7,,,,,5|4|7|6|8|1|2|3,3|4|2|1|6|7|5|8,,40.67660522,-73.70379639,-1
R_7NvQZF1Ylg37Jel,Default Response Set,Anonymous,,,76.84.223.65,0,2/23/2016 18:43,2/23/2016 18:48,1,68433,A182UKZLGBBDLQ,1,1,0,0,1.102,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,Canada,Mexico,Uruguay,Cuba,Haiti,,,,,,,,,,,,,,,,,,,,1,3,1,7,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,27,Presentation 1,Competence|Team,f1|sen03p|f2|sen05n|f3|sen06p|f4|sen08n|f5|sen02n|f6|sen07p|f7|sen01p|f8|sen04n,,,,sen3|sen7|sen8|sen4|sen6|sen1|sen5|sen2,,,,team_inst|team5|team1|team2|team6|team7|team3|team8|team4,Q140|comp6|comp1|comp5|comp3|comp7|comp8|comp4|comp2,1|2|3|4|5|6|7|8,5|8|3|7|4|2|1|6,,,,,,5|7|8|1|3|2|6|4,,,3|8|4|2|1|6|7|5,,,,,,6|4|7|1|3|2|8|5,,,,3|8|6|5|1|2|7|4,,5|6|3|4|1|7|8|2,,,,,5|6|8|3|7|2|4|1,,,,,40.86019897,-96.60610199,-1
R_8wcpBzXNY7lUn3v,Default Response Set,Anonymous,,,79.112.49.12,0,2/23/2016 18:48,2/23/2016 18:48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71429443,-74.0059967,-1
R_098POLQGSnVoISN,Default Response Set,Anonymous,,,76.77.232.227,0,2/23/2016 18:43,2/23/2016 18:48,1,50860,A3PL4IJFVVRCPD,1,1,0.875,0.875,1.252,1,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,France,Mexico,USA,Canada,Columbia,Spain,Iraq,Iran,Russia,China,Japan,South Korea,Norh,,,,,,,,,,,,7,4,3,2,5,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,4,6,6,5,4,1,5,5,4,3,6,2,4,3,2,49,Presentation 1,Competence|Team,f1|sen06p|f2|sen02n|f3|sen01p|f4|sen05n|f5|sen04n|f6|sen07p|f7|sen03p|f8|sen08n,,,,sen7|sen5|sen2|sen6|sen4|sen1|sen3|sen8,,,,team_inst|team6|team8|team2|team7|team5|team4|team1|team3,Q140|comp8|comp6|comp7|comp4|comp1|comp5|comp3|comp2,1|2|3|4|5|6|7|8,8|1|7|4|5|6|2|3,,,,,,1|4|8|6|7|2|3|5,,,3|8|7|5|1|4|6|2,,,,,,6|5|1|8|3|7|4|2,,,,6|8|3|5|7|1|2|4,,7|2|8|3|4|6|5|1,,,,,3|5|6|4|2|1|7|8,,,,,39.0164032,-89.78109741,-1
R_0pHo2okmY8pkIfz,Default Response Set,Anonymous,,,76.100.124.186,0,2/23/2016 18:41,2/23/2016 18:48,1,75893,A27O2IILV3S5YS,1,1,0,0,2.261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,7,5,5,6,4,6,6,5,1,4,4,5,6,5,4,6,4,2,32,Presentation 2 inverse,Competence|Team,,,,f1|sen31n|f2|sen29p|f3|sen25n|f4|sen28p|f5|sen26p|f6|sen27n|f7|sen30n|f8|sen32p,,,,sen25|sen28|sen30|sen26|sen27|sen29|sen32|sen31,team_inst|team4|team8|team1|team5|team2|team6|team3|team7,Q140|comp8|comp3|comp1|comp4|comp5|comp2|comp7|comp6,,,1|2|6|5|3|4|7|8,,4|8|1|7|6|5|3|2,,,,,,,1|2|3|4|5|6|7|8,,,,4|8|3|5|1|2|6|7,,,,6|3|7|5|2|4|1|8,,,,,,,7|2|6|3|1|8|4|5,,7|8|6|1|4|2|3|5,,,2|6|8|4|1|7|5|3,39.48219299,-77.45760345,-1
R_0UlbVIRIhVrf7AV,Default Response Set,Anonymous,,,63.241.40.124,0,2/23/2016 18:42,2/23/2016 18:48,1,60612,A1ICZRR7BO5HLU,1,1,0,0,2.269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,Venezuela,Mexico,England,Italy,Canada,Spain,Russia,Ethiopia,Brazil,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,3,1,6,5,1,,,,,,,,,1,4,4,6,6,4,4,4,5,1,3,4,3,4,5,3,5,4,1,38,Presentation 2,Team|Competence,,,f1|sen17p|f2|sen18n|f3|sen19p|f4|sen20n|f5|sen21n|f6|sen23p|f7|sen22p|f8|sen24n,,,,sen20|sen17|sen23|sen19|sen24|sen18|sen21|sen22,,team_inst|team2|team6|team8|team7|team4|team5|team3|team1,Q140|comp3|comp4|comp5|comp8|comp7|comp6|comp2|comp1,,,,8|5|2|1|4|3|6|7,,6|3|7|4|2|1|5|8,,,,,,,1|2|3|4|5|6|7|8,,8|4|5|1|6|7|3|2,,,,5|6|3|7|8|1|2|4,,,,,,1|5|3|2|4|8|7|6,,,,,8|5|2|4|7|6|3|1,8|2|1|3|5|4|7|6,,30.06840515,-95.37270355,-1
R_1ROaCDGblklR2qF,Default Response Set,Anonymous,,,24.62.12.254,0,2/23/2016 18:43,2/23/2016 18:48,1,73877,A1M682B2WUSYJP,1,1,0,0,4.805,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,China,Japan,India,Malaysai,Saipan,South Africa,Sudan,Egypt,Spain,Britian,France,Ireland,Germany,Russi,Mongoli,Australi,New Zealans,Norway,Sweden,United States,Mexico,Canada,Brazil,Argentina,Chile,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,5,4,2,6,1,6,6,5,5,5,5,6,6,1,7,7,7,7,7,7,7,7,1,30,Presentation 2 inverse,Team|Competence,,,,f1|sen25n|f2|sen28p|f3|sen31n|f4|sen32p|f5|sen26p|f6|sen27n|f7|sen30n|f8|sen29p,,,,sen27|sen25|sen29|sen31|sen26|sen32|sen30|sen28,team_inst|team3|team6|team5|team4|team8|team7|team2|team1,Q140|comp5|comp3|comp6|comp2|comp8|comp7|comp4|comp1,,,7|8|6|5|2|1|4|3,,3|2|7|4|6|1|5|8,,,,,,,1|2|3|4|5|6|7|8,,,,5|7|2|8|3|4|1|6,,,,8|3|4|7|5|6|1|2,,,,,,,5|7|6|1|8|4|2|3,,8|3|4|5|7|2|1|6,,,1|3|7|8|5|6|2|4,42.20930481,-70.93260193,-1
R_beYsDaWG0ySTnM1,Default Response Set,Anonymous,,,173.220.184.130,0,2/23/2016 18:42,2/23/2016 18:48,1,69394,A8H56XB9K7DB5,1,1,0,0,42.451,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Canada,Mexico,Peru,Spain,France,England,Scotland,Ireland,Norway,Sweden,Finland,Switzerland,Germany,Belgium,Italy,Greece,Iran,Iraq,Israel,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,3,4,7,6,8,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,41,Presentation 2 inverse,Team|Competence,,,,f1|sen25n|f2|sen26p|f3|sen27n|f4|sen29p|f5|sen28p|f6|sen31n|f7|sen30n|f8|sen32p,,,,sen32|sen26|sen25|sen27|sen29|sen30|sen31|sen28,team_inst|team3|team5|team2|team1|team4|team8|team7|team6,Q140|comp2|comp3|comp6|comp5|comp7|comp8|comp1|comp4,,,2|6|3|7|5|8|1|4,,8|7|5|6|4|2|3|1,,,,,,,1|2|3|4|5|6|7|8,,,,1|8|3|5|4|2|7|6,,,,3|1|7|6|8|4|2|5,,,,,,,1|8|5|2|3|4|6|7,,2|1|6|4|7|8|3|5,,,2|8|5|7|6|1|3|4,40.9058075,-74.11730194,-1
R_6l275grlQykKSHj,Default Response Set,Anonymous,,,142.196.192.44,0,2/23/2016 18:42,2/23/2016 18:48,1,81654,A36XEP5H6KBQIB,1,1,1.246,3.501,6.622,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,Canada,United States,Mexico,Brazil,Argentina,Portugal,Japan,China,Afghanistan,Taiwan,North Korea,South Korea,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,7,5,8,6,4,,,,,,,,,1,3,2,7,3,7,3,5,1,1,4,3,5,4,5,2,5,3,2,25,Presentation 2,Competence|Team,,,f1|sen19p|f2|sen20n|f3|sen17p|f4|sen24n|f5|sen21n|f6|sen23p|f7|sen22p|f8|sen18n,,,,sen23|sen24|sen20|sen18|sen22|sen17|sen21|sen19,,team_inst|team5|team1|team6|team8|team2|team7|team4|team3,Q140|comp4|comp2|comp6|comp8|comp3|comp7|comp5|comp1,,,,7|8|3|2|1|5|6|4,,5|6|4|7|1|2|8|3,,,,,,,1|2|3|4|5|6|7|8,,5|4|6|7|3|2|8|1,,,,6|2|8|5|3|7|1|4,,,,,,3|2|6|7|8|1|5|4,,,,,2|6|3|4|7|5|1|8,7|4|6|8|5|2|1|3,,28.68119812,-81.27629852,-1
R_3f9CGvo4YHpWKX3,Default Response Set,Anonymous,,,108.31.173.194,0,2/23/2016 18:41,2/23/2016 18:48,1,39283,A10A25H4472NHN,1,1,0,0,126.339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,american,france,britain,Czech Republic,Germany,Spain,Mexico,Brazil,Portugal,Venezuela ,Honduras,St. Lucia,Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,6,3,5,7,8,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,42,Presentation 2,Competence|Team,,,f1|sen19p|f2|sen21n|f3|sen22p|f4|sen18n|f5|sen24n|f6|sen23p|f7|sen17p|f8|sen20n,,,,sen18|sen22|sen23|sen21|sen19|sen24|sen20|sen17,,team_inst|team6|team3|team5|team4|team7|team1|team2|team8,Q140|comp8|comp4|comp7|comp3|comp2|comp1|comp5|comp6,,,,1|6|8|7|2|4|5|3,,6|1|8|7|4|5|3|2,,,,,,,1|2|3|4|5|6|7|8,,6|5|7|2|1|4|8|3,,,,8|6|3|7|5|2|1|4,,,,,,1|8|7|2|5|6|3|4,,,,,8|1|3|6|4|2|7|5,7|6|2|8|5|3|4|1,,38.92280579,-76.88839722,-1
R_bNjTOSlCoVlkJJX,Default Response Set,Anonymous,,,73.205.18.163,0,2/23/2016 18:41,2/23/2016 18:48,1,48211,AQ5KOKZQSZU0B,1,1,0,0,47.072,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Finland,Sweden,Norway,United Kingdom,France,Germany,Japan,China,Malaysia,Indonesia,Australia,Honduras,Brazil,V,,,,,,,,,6,2,1,4,5,7,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,4,4,7,7,3,1,7,7,7,4,4,7,7,5,2,27,Presentation 1,Team|Competence,f1|sen03p|f2|sen02n|f3|sen07p|f4|sen04n|f5|sen05n|f6|sen01p|f7|sen06p|f8|sen08n,,,,sen7|sen1|sen6|sen4|sen5|sen3|sen2|sen8,,,,team_inst|team7|team6|team5|team2|team4|team8|team1|team3,Q140|comp2|comp8|comp3|comp1|comp5|comp7|comp4|comp6,1|2|3|4|5|6|7|8,7|1|3|2|6|8|4|5,,,,,,3|4|8|5|6|1|2|7,,,3|1|5|2|4|7|8|6,,,,,,6|1|4|3|5|8|7|2,,,,2|6|8|5|4|1|7|3,,8|7|6|1|5|3|2|4,,,,,1|6|4|2|5|8|3|7,,,,,26.72000122,-80.07019806,-1
R_3r8wwdgMuIJT6hn,Default Response Set,Anonymous,,,67.187.79.118,0,2/23/2016 18:41,2/23/2016 18:48,1,86720,A20CBLK8650TBC,1,1,0,0,58.436,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,Canada,France,Germany,Switzerland,Italy,Sweden,Mexico,Peru,Spain,,,,,,,,,,,,,,,,,,,,,,,,6,8,5,2,5,1,3,2,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,2,29,Presentation 1 inverse,Team|Competence,,f1|sen14n|f2|sen16p|f3|sen11n|f4|sen12p|f5|sen10p|f6|sen09n|f7|sen15n|f8|sen13p,,,,sen14|sen9|sen12|sen10|sen13|sen16|sen11|sen15,,,team_inst|team1|team5|team6|team7|team3|team2|team4|team8,Q140|comp1|comp6|comp4|comp2|comp5|comp3|comp8|comp7,,,,,,,1|2|3|4|5|6|7|8,,6|3|2|1|8|4|5|7,1|5|3|2|7|6|4|8,,,,7|1|5|2|3|8|6|4,,,,6|5|2|7|4|3|8|1,,,,6|5|7|3|8|1|2|4,,4|6|8|5|7|3|2|1,,6|5|8|2|7|3|4|1,,,,,,,35.85719299,-84.0177002,-1
R_9pMgZuOunwNRujH,Default Response Set,Anonymous,,,68.114.102.55,0,2/23/2016 18:44,2/23/2016 18:49,1,81371,A1RTLF0OVZI4QT,1,1,0,0,1.613,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Canda,Russia,Japan,Denmark,Chad,Australia ,Austria,North Korea,Japan,China,South Korea,,,,,,,,,,,,,,,,,,,,,,1,3,6,8,4,1,5,5,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,31,Presentation 1 inverse,Competence|Team,,f1|sen14n|f2|sen10p|f3|sen11n|f4|sen13p|f5|sen12p|f6|sen15n|f7|sen09n|f8|sen16p,,,,sen14|sen16|sen13|sen15|sen12|sen11|sen10|sen9,,,team_inst|team1|team2|team8|team5|team3|team6|team7|team4,Q140|comp5|comp8|comp6|comp7|comp3|comp4|comp1|comp2,,,,,,,1|2|3|4|5|6|7|8,,5|1|2|4|3|8|6|7,3|5|8|4|7|2|1|6,,,,2|5|1|4|7|3|8|6,,,,6|2|7|4|8|5|1|3,,,,1|4|6|8|3|7|2|5,,6|4|2|1|7|8|5|3,,1|8|5|6|7|4|2|3,,,,,,,30.30349731,-89.85829926,-1
R_0HQn7lPaCMC7xGd,Default Response Set,Anonymous,,,108.210.12.140,0,2/23/2016 18:42,2/23/2016 18:49,1,37952,A3GZYWA9S6J0K9,1,1,42.431,49.587,71.879,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Mexico,Spain,Germany,France,Tuvalu,Denmark,Belgium,Russia,China,Honduras,Brazil,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,4,4,2,7,5,,,,,,,,,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,43,Presentation 2,Competence|Team,,,f1|sen22p|f2|sen18n|f3|sen19p|f4|sen20n|f5|sen21n|f6|sen23p|f7|sen17p|f8|sen24n,,,,sen19|sen17|sen18|sen24|sen23|sen22|sen21|sen20,,team_inst|team5|team4|team6|team1|team8|team7|team2|team3,Q140|comp5|comp1|comp4|comp6|comp8|comp7|comp2|comp3,,,,2|6|7|3|4|8|5|1,,8|5|3|1|4|2|7|6,,,,,,,1|2|3|4|5|6|7|8,,4|6|8|1|3|2|5|7,,,,3|4|1|6|7|2|5|8,,,,,,6|7|5|4|1|8|2|3,,,,,3|4|2|6|5|7|8|1,2|1|7|3|4|5|8|6,,38.61070251,-90.3187027,-1
R_7O1kUQIYbK1gNFz,Default Response Set,Anonymous,,,108.222.241.105,0,2/23/2016 18:41,2/23/2016 18:49,1,85839,A35FHY70T3PL8I,1,1,0,0,53.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Argentina,Peru,Chile,England,Germany,France,Saudi Arabia,Iraq,Iran,Jordan,Egypt,Greece,Spain,Ukraine,Georgia,Russia,China,Japan,South Korea,North Korea,South Africa,Uganda,Paraguay,Urugay,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,8,6,3,4,8,1,1,5,4,4,3,4,3,4,1,3,5,2,5,4,4,4,3,1,29,Presentation 2 inverse,Competence|Team,,,,f1|sen27n|f2|sen26p|f3|sen31n|f4|sen32p|f5|sen29p|f6|sen25n|f7|sen30n|f8|sen28p,,,,sen32|sen30|sen25|sen28|sen27|sen29|sen31|sen26,team_inst|team5|team2|team8|team4|team7|team1|team3|team6,Q140|comp1|comp7|comp4|comp8|comp5|comp3|comp6|comp2,,,2|3|5|1|8|6|7|4,,3|8|2|4|5|7|1|6,,,,,,,1|2|3|4|5|6|7|8,,,,5|2|4|8|3|7|6|1,,,,4|5|6|8|2|3|1|7,,,,,,,4|2|1|5|7|3|6|8,,3|8|5|1|7|6|2|4,,,5|3|7|8|6|4|2|1,29.72210693,-95.64070129,-1
R_cC2IcOCRRIsTZhb,Default Response Set,Anonymous,,,69.248.19.29,0,2/23/2016 18:42,2/23/2016 18:49,1,55205,A27BUT19WQ6P1O,1,1,0,0,60.201,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,United States,Mexico,Argentina,Peru,Guatemala,Mali,France,Luxembourg,Germany,China,Syria,Russia,Japan,Indonesia,Singapore,,,,,,,,,,,,,,,,,,6,4,3,2,8,3,1,5,,,,,,,,,,,,,,,,,1,5,5,3,7,6,4,5,5,1,3,5,2,7,6,5,5,4,1,31,Presentation 1 inverse,Team|Competence,,f1|sen15n|f2|sen12p|f3|sen14n|f4|sen10p|f5|sen16p|f6|sen09n|f7|sen11n|f8|sen13p,,,,sen16|sen13|sen10|sen15|sen12|sen9|sen11|sen14,,,team_inst|team2|team6|team1|team4|team7|team8|team5|team3,Q140|comp1|comp2|comp4|comp7|comp6|comp3|comp8|comp5,,,,,,,1|2|3|4|5|6|7|8,,2|7|4|1|8|3|6|5,1|3|8|2|6|5|4|7,,,,5|3|8|1|2|7|6|4,,,,1|6|4|3|5|7|8|2,,,,1|5|7|4|3|8|2|6,,7|5|3|1|4|8|6|2,,5|8|1|3|2|7|6|4,,,,,,,40.73640442,-74.07240295,-1
R_50h1dgLLZUU3aW9,Default Response Set,Anonymous,,,131.191.66.231,0,2/23/2016 18:42,2/23/2016 18:49,1,67570,A2MQC8KZ8DOON1,1,1,2.688,2.688,32.299,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Mexico,Canada,Australia,South Africa,United Kingdom,France,Germany,Uraguay,Peru,Nepal,Italy,Japan,China,Mongolia,Finland,Greenland,J,,,,,,,,,,,,,,,,6,5,4,3,4,8,1,2,,,,,,,,,,,,,,,,,1,2,6,2,5,4,5,6,6,1,1,6,1,6,4,3,5,6,1,35,Presentation 1 inverse,Team|Competence,,f1|sen15n|f2|sen16p|f3|sen11n|f4|sen13p|f5|sen12p|f6|sen14n|f7|sen09n|f8|sen10p,,,,sen11|sen12|sen14|sen9|sen13|sen15|sen16|sen10,,,team_inst|team1|team8|team4|team5|team7|team2|team3|team6,Q140|comp8|comp2|comp5|comp1|comp6|comp3|comp7|comp4,,,,,,,1|2|3|4|5|6|7|8,,3|4|6|8|5|1|2|7,4|2|8|6|3|7|5|1,,,,6|8|4|7|3|5|1|2,,,,7|8|5|6|4|3|1|2,,,,7|5|4|6|2|8|1|3,,2|3|7|5|4|6|1|8,,2|5|1|7|3|6|8|4,,,,,,,47.26080322,-122.510498,-1
R_ahGXAggkrCcAgzb,Default Response Set,Anonymous,,,24.219.192.102,0,2/23/2016 18:41,2/23/2016 18:49,1,45923,A8SP23ECDU4F0,1,1,1.309,1.309,1.645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,2,1,1,8,4,,,,,,,,,1,3,4,4,4,5,4,3,6,1,4,2,2,3,2,3,3,3,1,20,Presentation 2,Team|Competence,,,f1|sen22p|f2|sen21n|f3|sen23p|f4|sen24n|f5|sen20n|f6|sen19p|f7|sen17p|f8|sen18n,,,,sen23|sen19|sen24|sen20|sen21|sen18|sen22|sen17,,team_inst|team3|team4|team1|team5|team2|team7|team8|team6,Q140|comp1|comp6|comp5|comp7|comp3|comp4|comp2|comp8,,,,4|3|2|6|5|8|7|1,,2|5|3|4|8|1|7|6,,,,,,,1|2|3|4|5|6|7|8,,7|1|8|4|3|2|6|5,,,,8|3|1|6|4|5|2|7,,,,,,4|1|8|6|3|2|7|5,,,,,2|3|8|7|4|1|6|5,5|8|4|6|1|2|7|3,,37.26690674,-80.43250275,-1
R_8dFCUK7d3hhTZkx,Default Response Set,Anonymous,,,68.231.164.48,0,2/23/2016 18:43,2/23/2016 18:49,1,12259,A2V2I8HXL9EHQ1,1,1,0,0,40.945,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,USA,Mexico,Cuba,Nicaragua,Costa Rica,Honduras,Guatemala,El Salvador,Colombia,Bolivia,Brazil,Argentina,Chile,Peru,Ecuador,Paraguay,Guyana,Suriname,UK,France,Germany,Spain,Italy,Russia,5,6,7,3,7,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,6,5,6,7,6,1,5,6,5,6,6,6,6,5,1,30,Presentation 1,Competence|Team,f1|sen03p|f2|sen02n|f3|sen07p|f4|sen08n|f5|sen05n|f6|sen01p|f7|sen06p|f8|sen04n,,,,sen2|sen6|sen7|sen5|sen3|sen4|sen1|sen8,,,,team_inst|team3|team4|team2|team7|team6|team8|team1|team5,Q140|comp7|comp8|comp6|comp2|comp1|comp4|comp3|comp5,1|2|3|4|5|6|7|8,5|3|4|1|6|8|2|7,,,,,,7|3|4|6|8|5|2|1,,,2|5|8|7|1|6|3|4,,,,,,2|3|4|8|1|5|6|7,,,,6|2|5|3|1|8|7|4,,3|4|6|2|7|8|5|1,,,,,5|6|3|4|2|8|7|1,,,,,32.2131958,-110.8872986,-1
